"date","region","travel_rate","total_flights"
2020-09-24,"Alaska",0.0337205966724039,33
2020-09-24,"Arizona",0.032638202871136,210
2020-09-24,"Arkansas",0.0311825818745744,7
2020-09-24,"California",0.0215698418332983,339
2020-09-24,"Colorado",0.0334758958430909,306
2020-09-24,"Connecticut",0.0198800354257803,12
2020-09-24,"Florida",0.0345789859826204,328
2020-09-24,"Georgia",0.039854985400438,516
2020-09-24,"Hawaii",0.0304974363175956,21
2020-09-24,"Idaho",0.0402111520439702,14
2020-09-24,"Illinois",0.0227374357014993,297
2020-09-24,"Indiana",0.0263798547734294,31
2020-09-24,"Iowa",0.0292817004558693,3
2020-09-24,"Kansas",0.0329616766288551,6
2020-09-24,"Kentucky",0.0243579151230866,20
2020-09-24,"Louisiana",0.029726447763228,41
2020-09-24,"Maine",0.0290701744337744,6
2020-09-24,"Maryland",0.0325188586493403,154
2020-09-24,"Massachusetts",0.0206384981746457,74
2020-09-24,"Michigan",0.0258025326881499,94
2020-09-24,"Minnesota",0.0280012182231857,118
2020-09-24,"Mississippi",0.0316444158799214,1
2020-09-24,"Missouri",0.0299475325246285,64
2020-09-24,"Montana",0.0441330321385496,8
2020-09-24,"Nebraska",0.0313649944436681,21
2020-09-24,"Nevada",0.0460824228979104,172
2020-09-24,"New Hampshire",0.028728234981028,5
2020-09-24,"New Jersey",0.0227786018846967,73
2020-09-24,"New Mexico",0.0429255760430326,17
2020-09-24,"New York",0.0180775705435928,123
2020-09-24,"North Carolina",0.0337032749181818,187
2020-09-24,"North Dakota",0.0489062807448321,1
2020-09-24,"Ohio",0.0219098395815866,22
2020-09-24,"Oklahoma",0.0280480867975094,17
2020-09-24,"Oregon",0.0315233539253982,46
