"","region","age_gp","sex","date","covid_deaths","pneumonia_deaths","influenza_deaths","pneumonia_covid_deaths","pneumonia_influenza_covid_deaths","total_deaths"
"1","Alabama","0-17","total",2020-07-01,0,0,0,0,0,53
"2","Alabama","0-17","total",2020-08-01,0,0,0,0,0,63
"3","Alabama","0-17","total",2020-09-01,0,0,0,0,0,51
"4","Alabama","0-17","total",2020-10-01,0,0,0,0,0,64
"5","Alabama","0-17","total",2020-11-01,0,0,0,0,0,46
"6","Alabama","0-17","total",2020-12-01,0,0,0,0,0,49
"7","Alabama","0-17","total",2021-01-01,0,0,0,0,0,59
"8","Alabama","0-17","total",2021-02-01,0,0,0,0,0,52
"9","Alabama","0-17","total",2021-03-01,0,0,0,0,0,75
"10","Alabama","0-17","total",2021-04-01,0,0,0,0,0,64
"11","Alabama","0-17","total",2021-05-01,0,0,0,0,0,64
"12","Alabama","0-17","total",2021-06-01,0,0,0,0,0,82
"13","Alabama","0-17","total",2021-07-01,0,0,0,0,0,78
"14","Alabama","0-17","female",2020-07-01,0,0,0,0,0,29
"15","Alabama","0-17","female",2020-08-01,0,0,0,0,0,24
"16","Alabama","0-17","female",2020-09-01,0,0,0,0,0,22
"17","Alabama","0-17","female",2020-10-01,0,0,0,0,0,18
"18","Alabama","0-17","female",2020-11-01,0,0,0,0,0,19
"19","Alabama","0-17","female",2020-12-01,0,0,0,0,0,16
"20","Alabama","0-17","female",2021-01-01,0,0,0,0,0,25
"21","Alabama","0-17","female",2021-02-01,0,0,0,0,0,24
"22","Alabama","0-17","female",2021-03-01,0,0,0,0,0,31
"23","Alabama","0-17","female",2021-04-01,0,0,0,0,0,23
"24","Alabama","0-17","female",2021-05-01,0,0,0,0,0,18
"25","Alabama","0-17","female",2021-06-01,0,0,0,0,0,32
"26","Alabama","0-17","female",2021-07-01,0,0,0,0,0,31
"27","Alabama","0-17","male",2020-07-01,0,0,0,0,0,24
"28","Alabama","0-17","male",2020-08-01,0,0,0,0,0,39
"29","Alabama","0-17","male",2020-09-01,0,0,0,0,0,29
"30","Alabama","0-17","male",2020-10-01,0,0,0,0,0,46
"31","Alabama","0-17","male",2020-11-01,0,0,0,0,0,27
"32","Alabama","0-17","male",2020-12-01,0,0,0,0,0,33
"33","Alabama","0-17","male",2021-01-01,0,0,0,0,0,34
"34","Alabama","0-17","male",2021-02-01,0,0,0,0,0,28
"35","Alabama","0-17","male",2021-03-01,0,0,0,0,0,44
"36","Alabama","0-17","male",2021-04-01,0,0,0,0,0,41
"37","Alabama","0-17","male",2021-05-01,0,0,0,0,0,46
"38","Alabama","0-17","male",2021-06-01,0,0,0,0,0,50
"39","Alabama","0-17","male",2021-07-01,0,0,0,0,0,47
"40","Alabama","18-29","total",2020-07-01,0,0,0,0,0,105
"41","Alabama","18-29","total",2020-08-01,0,0,0,0,0,115
"42","Alabama","18-29","total",2020-09-01,0,0,0,0,0,88
"43","Alabama","18-29","total",2020-10-01,0,0,0,0,0,111
"44","Alabama","18-29","total",2020-11-01,0,0,0,0,0,107
"45","Alabama","18-29","total",2020-12-01,0,0,0,0,0,127
"46","Alabama","18-29","total",2021-01-01,0,0,0,0,0,126
"47","Alabama","18-29","total",2021-02-01,0,0,0,0,0,98
"48","Alabama","18-29","total",2021-03-01,0,0,0,0,0,99
"49","Alabama","18-29","total",2021-04-01,0,0,0,0,0,121
"50","Alabama","18-29","total",2021-05-01,0,0,0,0,0,114
"51","Alabama","18-29","total",2021-06-01,0,0,0,0,0,110
"52","Alabama","18-29","total",2021-07-01,0,0,0,0,0,114
"53","Alabama","18-29","female",2020-07-01,0,0,0,0,0,28
"54","Alabama","18-29","female",2020-08-01,0,0,0,0,0,30
"55","Alabama","18-29","female",2020-09-01,0,0,0,0,0,21
"56","Alabama","18-29","female",2020-10-01,0,0,0,0,0,25
"57","Alabama","18-29","female",2020-11-01,0,0,0,0,0,25
"58","Alabama","18-29","female",2020-12-01,0,0,0,0,0,38
"59","Alabama","18-29","female",2021-01-01,0,0,0,0,0,32
"60","Alabama","18-29","female",2021-02-01,0,0,0,0,0,27
"61","Alabama","18-29","female",2021-03-01,0,0,0,0,0,25
"62","Alabama","18-29","female",2021-04-01,0,0,0,0,0,35
"63","Alabama","18-29","female",2021-05-01,0,0,0,0,0,29
"64","Alabama","18-29","female",2021-06-01,0,0,0,0,0,30
"65","Alabama","18-29","female",2021-07-01,0,0,0,0,0,34
"66","Alabama","18-29","male",2020-07-01,0,0,0,0,0,77
"67","Alabama","18-29","male",2020-08-01,0,0,0,0,0,85
"68","Alabama","18-29","male",2020-09-01,0,0,0,0,0,67
"69","Alabama","18-29","male",2020-10-01,0,0,0,0,0,86
"70","Alabama","18-29","male",2020-11-01,0,0,0,0,0,82
"71","Alabama","18-29","male",2020-12-01,0,0,0,0,0,89
"72","Alabama","18-29","male",2021-01-01,0,0,0,0,0,94
"73","Alabama","18-29","male",2021-02-01,0,0,0,0,0,71
"74","Alabama","18-29","male",2021-03-01,0,0,0,0,0,74
"75","Alabama","18-29","male",2021-04-01,0,0,0,0,0,86
"76","Alabama","18-29","male",2021-05-01,0,0,0,0,0,85
"77","Alabama","18-29","male",2021-06-01,0,0,0,0,0,80
"78","Alabama","18-29","male",2021-07-01,0,0,0,0,0,80
"79","Alabama","30-49","total",2020-07-01,42,13,0,0,50,406
"80","Alabama","30-49","total",2020-08-01,50,38,0,13,70,445
"81","Alabama","30-49","total",2020-09-01,16,16,0,0,35,366
"82","Alabama","30-49","total",2020-10-01,18,14,0,0,27,363
"83","Alabama","30-49","total",2020-11-01,20,14,0,0,43,392
"84","Alabama","30-49","total",2020-12-01,72,25,0,16,82,460
"85","Alabama","30-49","total",2021-01-01,87,45,0,23,101,482
"86","Alabama","30-49","total",2021-02-01,38,20,0,10,51,372
"87","Alabama","30-49","total",2021-03-01,15,12,0,0,23,389
"88","Alabama","30-49","total",2021-04-01,17,18,0,0,27,444
"89","Alabama","30-49","total",2021-05-01,18,12,0,0,25,411
"90","Alabama","30-49","total",2021-06-01,0,10,0,0,25,407
"91","Alabama","30-49","total",2021-07-01,34,22,0,11,50,423
"92","Alabama","30-49","female",2020-07-01,0,0,0,0,10,154
"93","Alabama","30-49","female",2020-08-01,17,11,0,0,21,156
"94","Alabama","30-49","female",2020-09-01,0,0,0,0,0,125
"95","Alabama","30-49","female",2020-10-01,0,0,0,0,10,138
"96","Alabama","30-49","female",2020-11-01,10,0,0,0,13,148
"97","Alabama","30-49","female",2020-12-01,24,0,0,0,27,188
"98","Alabama","30-49","female",2021-01-01,29,14,0,11,32,168
"99","Alabama","30-49","female",2021-02-01,12,0,0,0,15,149
"100","Alabama","30-49","female",2021-03-01,0,0,0,0,13,132
"101","Alabama","30-49","female",2021-04-01,0,0,0,0,12,156
"102","Alabama","30-49","female",2021-05-01,0,0,0,0,13,157
"103","Alabama","30-49","female",2021-06-01,0,0,0,0,0,153
"104","Alabama","30-49","female",2021-07-01,13,15,0,0,21,167
"105","Alabama","30-49","male",2020-07-01,29,11,0,0,35,252
"106","Alabama","30-49","male",2020-08-01,22,12,0,0,41,289
"107","Alabama","30-49","male",2020-09-01,13,0,0,0,16,241
"108","Alabama","30-49","male",2020-10-01,0,11,0,0,17,225
"109","Alabama","30-49","male",2020-11-01,10,0,0,0,15,244
"110","Alabama","30-49","male",2020-12-01,36,16,0,10,42,272
"111","Alabama","30-49","male",2021-01-01,52,19,0,12,60,314
"112","Alabama","30-49","male",2021-02-01,16,12,0,0,23,223
"113","Alabama","30-49","male",2021-03-01,0,0,0,0,10,257
"114","Alabama","30-49","male",2021-04-01,0,11,0,0,15,288
"115","Alabama","30-49","male",2021-05-01,0,0,0,0,12,254
"116","Alabama","30-49","male",2021-06-01,0,0,0,0,0,254
"117","Alabama","30-49","male",2021-07-01,10,0,0,0,13,256
"118","Alabama","50-64","total",2020-07-01,157,102,0,51,209,1115
"119","Alabama","50-64","total",2020-08-01,174,97,0,56,215,1070
"120","Alabama","50-64","total",2020-09-01,85,69,0,21,133,947
"121","Alabama","50-64","total",2020-10-01,95,65,0,31,129,940
"122","Alabama","50-64","total",2020-11-01,129,86,0,45,171,998
"123","Alabama","50-64","total",2020-12-01,265,124,0,82,308,1177
"124","Alabama","50-64","total",2021-01-01,429,199,0,149,481,1448
"125","Alabama","50-64","total",2021-02-01,187,114,0,71,231,1041
"126","Alabama","50-64","total",2021-03-01,78,67,0,37,108,982
"127","Alabama","50-64","total",2021-04-01,48,57,0,20,86,940
"128","Alabama","50-64","total",2021-05-01,55,52,0,21,87,941
"129","Alabama","50-64","total",2021-06-01,32,50,0,10,73,891
"130","Alabama","50-64","total",2021-07-01,74,75,0,26,123,980
"131","Alabama","50-64","female",2020-07-01,67,46,0,20,94,442
"132","Alabama","50-64","female",2020-08-01,76,49,0,27,98,429
"133","Alabama","50-64","female",2020-09-01,48,26,0,11,63,380
"134","Alabama","50-64","female",2020-10-01,35,28,0,15,48,389
"135","Alabama","50-64","female",2020-11-01,44,32,0,18,58,400
"136","Alabama","50-64","female",2020-12-01,107,51,0,33,125,468
"137","Alabama","50-64","female",2021-01-01,193,77,0,64,206,583
"138","Alabama","50-64","female",2021-02-01,90,58,0,41,108,417
"139","Alabama","50-64","female",2021-03-01,31,26,0,16,41,379
"140","Alabama","50-64","female",2021-04-01,17,22,0,0,31,332
"141","Alabama","50-64","female",2021-05-01,23,26,0,13,37,380
"142","Alabama","50-64","female",2021-06-01,12,16,0,0,27,383
"143","Alabama","50-64","female",2021-07-01,29,33,0,0,53,393
"144","Alabama","50-64","male",2020-07-01,90,56,0,31,115,673
"145","Alabama","50-64","male",2020-08-01,98,48,0,29,117,641
"146","Alabama","50-64","male",2020-09-01,37,43,0,10,70,567
"147","Alabama","50-64","male",2020-10-01,60,37,0,16,81,551
"148","Alabama","50-64","male",2020-11-01,85,54,0,27,113,598
"149","Alabama","50-64","male",2020-12-01,158,73,0,49,183,709
"150","Alabama","50-64","male",2021-01-01,236,122,0,85,275,865
"151","Alabama","50-64","male",2021-02-01,97,56,0,30,123,624
"152","Alabama","50-64","male",2021-03-01,47,41,0,21,67,603
"153","Alabama","50-64","male",2021-04-01,31,35,0,12,55,608
"154","Alabama","50-64","male",2021-05-01,32,26,0,0,50,561
"155","Alabama","50-64","male",2021-06-01,20,34,0,0,46,508
"156","Alabama","50-64","male",2021-07-01,45,42,0,17,70,587
"157","Alabama","65-74","total",2020-07-01,211,140,0,73,278,1265
"158","Alabama","65-74","total",2020-08-01,233,143,0,79,298,1230
"159","Alabama","65-74","total",2020-09-01,138,118,0,58,198,1148
"160","Alabama","65-74","total",2020-10-01,150,125,0,53,222,1173
"161","Alabama","65-74","total",2020-11-01,197,106,0,52,251,1270
"162","Alabama","65-74","total",2020-12-01,431,228,0,145,515,1593
"163","Alabama","65-74","total",2021-01-01,628,319,0,249,700,1793
"164","Alabama","65-74","total",2021-02-01,300,161,0,106,355,1278
"165","Alabama","65-74","total",2021-03-01,117,108,0,43,183,1132
"166","Alabama","65-74","total",2021-04-01,52,83,0,18,117,1162
"167","Alabama","65-74","total",2021-05-01,68,83,0,26,125,1143
"168","Alabama","65-74","total",2021-06-01,33,78,0,13,98,1042
"169","Alabama","65-74","total",2021-07-01,66,85,0,26,125,1089
"170","Alabama","65-74","female",2020-07-01,95,60,0,32,123,531
"171","Alabama","65-74","female",2020-08-01,91,49,0,28,112,532
"172","Alabama","65-74","female",2020-09-01,64,47,0,29,82,463
"173","Alabama","65-74","female",2020-10-01,54,55,0,20,89,481
"174","Alabama","65-74","female",2020-11-01,76,42,0,18,100,530
"175","Alabama","65-74","female",2020-12-01,159,80,0,42,197,658
"176","Alabama","65-74","female",2021-01-01,261,135,0,108,290,753
"177","Alabama","65-74","female",2021-02-01,120,61,0,40,141,515
"178","Alabama","65-74","female",2021-03-01,48,45,0,17,76,465
"179","Alabama","65-74","female",2021-04-01,30,37,0,10,57,484
"180","Alabama","65-74","female",2021-05-01,33,38,0,16,55,498
"181","Alabama","65-74","female",2021-06-01,16,33,0,0,40,457
"182","Alabama","65-74","female",2021-07-01,31,40,0,15,56,476
"183","Alabama","65-74","male",2020-07-01,116,80,0,41,155,734
"184","Alabama","65-74","male",2020-08-01,142,94,0,51,186,698
"185","Alabama","65-74","male",2020-09-01,74,71,0,29,116,685
"186","Alabama","65-74","male",2020-10-01,96,70,0,33,133,692
"187","Alabama","65-74","male",2020-11-01,121,64,0,34,151,740
"188","Alabama","65-74","male",2020-12-01,272,148,0,103,318,935
"189","Alabama","65-74","male",2021-01-01,367,184,0,141,410,1040
"190","Alabama","65-74","male",2021-02-01,180,100,0,66,214,763
"191","Alabama","65-74","male",2021-03-01,69,63,0,26,107,667
"192","Alabama","65-74","male",2021-04-01,22,46,0,0,60,678
"193","Alabama","65-74","male",2021-05-01,35,45,0,10,70,645
"194","Alabama","65-74","male",2021-06-01,17,45,0,0,58,585
"195","Alabama","65-74","male",2021-07-01,35,45,0,11,69,613
"196","Alabama","75-84","total",2020-07-01,227,127,0,68,287,1438
"197","Alabama","75-84","total",2020-08-01,255,156,0,101,310,1485
"198","Alabama","75-84","total",2020-09-01,178,128,0,62,244,1273
"199","Alabama","75-84","total",2020-10-01,171,135,0,63,244,1330
"200","Alabama","75-84","total",2020-11-01,228,128,0,75,281,1411
"201","Alabama","75-84","total",2020-12-01,528,270,0,193,607,1868
"202","Alabama","75-84","total",2021-01-01,734,363,0,289,808,2041
"203","Alabama","75-84","total",2021-02-01,288,160,0,105,345,1470
"204","Alabama","75-84","total",2021-03-01,113,107,0,39,181,1314
"205","Alabama","75-84","total",2021-04-01,48,68,0,11,105,1184
"206","Alabama","75-84","total",2021-05-01,38,75,0,15,98,1168
"207","Alabama","75-84","total",2021-06-01,35,69,0,12,92,1120
"208","Alabama","75-84","total",2021-07-01,51,81,0,18,114,1179
"209","Alabama","75-84","female",2020-07-01,99,61,0,26,135,740
"210","Alabama","75-84","female",2020-08-01,127,72,0,44,155,727
"211","Alabama","75-84","female",2020-09-01,87,61,0,33,115,625
"212","Alabama","75-84","female",2020-10-01,75,64,0,30,110,658
"213","Alabama","75-84","female",2020-11-01,99,53,0,33,119,664
"214","Alabama","75-84","female",2020-12-01,226,118,0,90,255,907
"215","Alabama","75-84","female",2021-01-01,321,164,0,121,364,998
"216","Alabama","75-84","female",2021-02-01,132,76,0,46,164,739
"217","Alabama","75-84","female",2021-03-01,54,53,0,17,90,634
"218","Alabama","75-84","female",2021-04-01,19,27,0,0,43,573
"219","Alabama","75-84","female",2021-05-01,16,34,0,0,43,573
"220","Alabama","75-84","female",2021-06-01,17,30,0,0,41,557
"221","Alabama","75-84","female",2021-07-01,20,32,0,0,43,580
"222","Alabama","75-84","male",2020-07-01,128,66,0,42,152,698
"223","Alabama","75-84","male",2020-08-01,128,84,0,57,155,758
"224","Alabama","75-84","male",2020-09-01,91,67,0,29,129,648
"225","Alabama","75-84","male",2020-10-01,96,71,0,33,134,672
"226","Alabama","75-84","male",2020-11-01,129,75,0,42,162,747
"227","Alabama","75-84","male",2020-12-01,302,152,0,103,352,961
"228","Alabama","75-84","male",2021-01-01,413,199,0,168,444,1043
"229","Alabama","75-84","male",2021-02-01,156,84,0,59,181,731
"230","Alabama","75-84","male",2021-03-01,59,54,0,22,91,680
"231","Alabama","75-84","male",2021-04-01,29,41,0,0,62,611
"232","Alabama","75-84","male",2021-05-01,22,41,0,0,55,595
"233","Alabama","75-84","male",2021-06-01,18,39,0,0,51,563
"234","Alabama","75-84","male",2021-07-01,31,49,0,0,71,599
"235","Alabama","85+","total",2020-07-01,238,126,0,72,292,1335
"236","Alabama","85+","total",2020-08-01,247,136,0,78,305,1357
"237","Alabama","85+","total",2020-09-01,139,88,0,42,185,1237
"238","Alabama","85+","total",2020-10-01,118,92,0,37,174,1218
"239","Alabama","85+","total",2020-11-01,186,107,0,53,240,1324
"240","Alabama","85+","total",2020-12-01,449,200,0,141,508,1751
"241","Alabama","85+","total",2021-01-01,533,233,0,172,594,1872
"242","Alabama","85+","total",2021-02-01,153,97,0,49,202,1243
"243","Alabama","85+","total",2021-03-01,60,64,0,18,106,1085
"244","Alabama","85+","total",2021-04-01,43,49,0,10,82,1057
"245","Alabama","85+","total",2021-05-01,28,50,0,10,68,1069
"246","Alabama","85+","total",2021-06-01,19,53,0,0,67,1045
"247","Alabama","85+","total",2021-07-01,32,56,0,10,78,1055
"248","Alabama","85+","female",2020-07-01,167,72,0,50,189,863
"249","Alabama","85+","female",2020-08-01,153,82,0,42,193,833
"250","Alabama","85+","female",2020-09-01,83,51,0,26,108,771
"251","Alabama","85+","female",2020-10-01,68,51,0,19,101,753
"252","Alabama","85+","female",2020-11-01,103,51,0,20,134,850
"253","Alabama","85+","female",2020-12-01,251,103,0,74,280,1059
"254","Alabama","85+","female",2021-01-01,292,114,0,84,322,1149
"255","Alabama","85+","female",2021-02-01,85,56,0,28,114,763
"256","Alabama","85+","female",2021-03-01,37,31,0,13,55,679
"257","Alabama","85+","female",2021-04-01,27,30,0,0,50,677
"258","Alabama","85+","female",2021-05-01,13,31,0,0,38,713
"259","Alabama","85+","female",2021-06-01,13,31,0,0,40,636
"260","Alabama","85+","female",2021-07-01,20,30,0,0,44,692
"261","Alabama","85+","male",2020-07-01,71,54,0,22,103,472
"262","Alabama","85+","male",2020-08-01,94,54,0,36,112,524
"263","Alabama","85+","male",2020-09-01,56,37,0,16,77,466
"264","Alabama","85+","male",2020-10-01,50,41,0,18,73,465
"265","Alabama","85+","male",2020-11-01,83,56,0,33,106,474
"266","Alabama","85+","male",2020-12-01,198,97,0,67,228,692
"267","Alabama","85+","male",2021-01-01,241,119,0,88,272,723
"268","Alabama","85+","male",2021-02-01,68,41,0,21,88,480
"269","Alabama","85+","male",2021-03-01,23,33,0,0,51,406
"270","Alabama","85+","male",2021-04-01,16,19,0,0,32,380
"271","Alabama","85+","male",2021-05-01,15,19,0,0,30,356
"272","Alabama","85+","male",2021-06-01,0,22,0,0,27,409
"273","Alabama","85+","male",2021-07-01,12,26,0,0,34,363
"274","Alabama","Total","total",2020-07-01,879,522,0,279,1124,5717
"275","Alabama","Total","total",2020-08-01,964,572,0,334,1203,5765
"276","Alabama","Total","total",2020-09-01,568,426,0,193,801,5110
"277","Alabama","Total","total",2020-10-01,560,437,0,189,810,5199
"278","Alabama","Total","total",2020-11-01,768,456,0,232,993,5548
"279","Alabama","Total","total",2020-12-01,1749,854,0,581,2026,7025
"280","Alabama","Total","total",2021-01-01,2415,1164,0,891,2692,7821
"281","Alabama","Total","total",2021-02-01,970,560,0,345,1189,5554
"282","Alabama","Total","total",2021-03-01,393,364,0,143,615,5076
"283","Alabama","Total","total",2021-04-01,216,287,0,72,432,4972
"284","Alabama","Total","total",2021-05-01,212,277,0,79,411,4910
"285","Alabama","Total","total",2021-06-01,132,270,0,45,358,4697
"286","Alabama","Total","total",2021-07-01,261,335,0,99,497,4918
"287","Alabama","Total","female",2020-07-01,441,246,0,130,559,2787
"288","Alabama","Total","female",2020-08-01,469,271,0,150,590,2731
"289","Alabama","Total","female",2020-09-01,292,196,0,103,385,2407
"290","Alabama","Total","female",2020-10-01,245,203,0,86,364,2462
"291","Alabama","Total","female",2020-11-01,336,193,0,92,437,2636
"292","Alabama","Total","female",2020-12-01,774,364,0,246,893,3334
"293","Alabama","Total","female",2021-01-01,1102,511,0,390,1225,3708
"294","Alabama","Total","female",2021-02-01,445,263,0,162,550,2634
"295","Alabama","Total","female",2021-03-01,185,163,0,66,282,2345
"296","Alabama","Total","female",2021-04-01,105,127,0,33,199,2280
"297","Alabama","Total","female",2021-05-01,97,137,0,44,191,2368
"298","Alabama","Total","female",2021-06-01,63,119,0,23,160,2248
"299","Alabama","Total","female",2021-07-01,120,157,0,49,228,2373
"300","Alabama","Total","male",2020-07-01,438,276,0,149,565,2930
"301","Alabama","Total","male",2020-08-01,495,301,0,184,613,3034
"302","Alabama","Total","male",2020-09-01,276,230,0,90,416,2703
"303","Alabama","Total","male",2020-10-01,315,234,0,103,446,2737
"304","Alabama","Total","male",2020-11-01,432,263,0,140,556,2912
"305","Alabama","Total","male",2020-12-01,975,490,0,335,1133,3691
"306","Alabama","Total","male",2021-01-01,1313,653,0,501,1467,4113
"307","Alabama","Total","male",2021-02-01,525,297,0,183,639,2920
"308","Alabama","Total","male",2021-03-01,208,201,0,77,333,2731
"309","Alabama","Total","male",2021-04-01,111,160,0,39,233,2692
"310","Alabama","Total","male",2021-05-01,115,140,0,35,220,2542
"311","Alabama","Total","male",2021-06-01,69,151,0,22,198,2449
"312","Alabama","Total","male",2021-07-01,141,178,0,50,269,2545
"313","Alaska","0-17","total",2020-07-01,0,0,0,0,0,0
"314","Alaska","0-17","total",2020-08-01,0,0,0,0,0,11
"315","Alaska","0-17","total",2020-09-01,0,0,0,0,0,0
"316","Alaska","0-17","total",2020-10-01,0,0,0,0,0,0
"317","Alaska","0-17","total",2020-11-01,0,0,0,0,0,14
"318","Alaska","0-17","total",2020-12-01,0,0,0,0,0,0
"319","Alaska","0-17","total",2021-01-01,0,0,0,0,0,10
"320","Alaska","0-17","total",2021-02-01,0,0,0,0,0,0
"321","Alaska","0-17","total",2021-03-01,0,0,0,0,0,13
"322","Alaska","0-17","total",2021-04-01,0,0,0,0,0,0
"323","Alaska","0-17","total",2021-05-01,0,0,0,0,0,12
"324","Alaska","0-17","total",2021-06-01,0,0,0,0,0,0
"325","Alaska","0-17","total",2021-07-01,0,0,0,0,0,12
"326","Alaska","0-17","female",2020-07-01,0,0,0,0,0,0
"327","Alaska","0-17","female",2020-08-01,0,0,0,0,0,0
"328","Alaska","0-17","female",2020-09-01,0,0,0,0,0,0
"329","Alaska","0-17","female",2020-10-01,0,0,0,0,0,0
"330","Alaska","0-17","female",2020-11-01,0,0,0,0,0,0
"331","Alaska","0-17","female",2020-12-01,0,0,0,0,0,0
"332","Alaska","0-17","female",2021-01-01,0,0,0,0,0,0
"333","Alaska","0-17","female",2021-02-01,0,0,0,0,0,0
"334","Alaska","0-17","female",2021-03-01,0,0,0,0,0,0
"335","Alaska","0-17","female",2021-04-01,0,0,0,0,0,0
"336","Alaska","0-17","female",2021-05-01,0,0,0,0,0,0
"337","Alaska","0-17","female",2021-06-01,0,0,0,0,0,0
"338","Alaska","0-17","female",2021-07-01,0,0,0,0,0,0
"339","Alaska","0-17","male",2020-07-01,0,0,0,0,0,0
"340","Alaska","0-17","male",2020-08-01,0,0,0,0,0,0
"341","Alaska","0-17","male",2020-09-01,0,0,0,0,0,0
"342","Alaska","0-17","male",2020-10-01,0,0,0,0,0,0
"343","Alaska","0-17","male",2020-11-01,0,0,0,0,0,0
"344","Alaska","0-17","male",2020-12-01,0,0,0,0,0,0
"345","Alaska","0-17","male",2021-01-01,0,0,0,0,0,0
"346","Alaska","0-17","male",2021-02-01,0,0,0,0,0,0
"347","Alaska","0-17","male",2021-03-01,0,0,0,0,0,0
"348","Alaska","0-17","male",2021-04-01,0,0,0,0,0,0
"349","Alaska","0-17","male",2021-05-01,0,0,0,0,0,0
"350","Alaska","0-17","male",2021-06-01,0,0,0,0,0,0
"351","Alaska","0-17","male",2021-07-01,0,0,0,0,0,0
"352","Alaska","18-29","total",2020-07-01,0,0,0,0,0,32
"353","Alaska","18-29","total",2020-08-01,0,0,0,0,0,16
"354","Alaska","18-29","total",2020-09-01,0,0,0,0,0,13
"355","Alaska","18-29","total",2020-10-01,0,0,0,0,0,19
"356","Alaska","18-29","total",2020-11-01,0,0,0,0,0,14
"357","Alaska","18-29","total",2020-12-01,0,0,0,0,0,11
"358","Alaska","18-29","total",2021-01-01,0,0,0,0,0,18
"359","Alaska","18-29","total",2021-02-01,0,0,0,0,0,14
"360","Alaska","18-29","total",2021-03-01,0,0,0,0,0,22
"361","Alaska","18-29","total",2021-04-01,0,0,0,0,0,17
"362","Alaska","18-29","total",2021-05-01,0,0,0,0,0,23
"363","Alaska","18-29","total",2021-06-01,0,0,0,0,0,23
"364","Alaska","18-29","total",2021-07-01,0,0,0,0,0,24
"365","Alaska","18-29","female",2020-07-01,0,0,0,0,0,0
"366","Alaska","18-29","female",2020-08-01,0,0,0,0,0,0
"367","Alaska","18-29","female",2020-09-01,0,0,0,0,0,0
"368","Alaska","18-29","female",2020-10-01,0,0,0,0,0,0
"369","Alaska","18-29","female",2020-11-01,0,0,0,0,0,0
"370","Alaska","18-29","female",2020-12-01,0,0,0,0,0,0
"371","Alaska","18-29","female",2021-01-01,0,0,0,0,0,0
"372","Alaska","18-29","female",2021-02-01,0,0,0,0,0,0
"373","Alaska","18-29","female",2021-03-01,0,0,0,0,0,0
"374","Alaska","18-29","female",2021-04-01,0,0,0,0,0,0
"375","Alaska","18-29","female",2021-05-01,0,0,0,0,0,0
"376","Alaska","18-29","female",2021-06-01,0,0,0,0,0,0
"377","Alaska","18-29","female",2021-07-01,0,0,0,0,0,0
"378","Alaska","18-29","male",2020-07-01,0,0,0,0,0,24
"379","Alaska","18-29","male",2020-08-01,0,0,0,0,0,0
"380","Alaska","18-29","male",2020-09-01,0,0,0,0,0,0
"381","Alaska","18-29","male",2020-10-01,0,0,0,0,0,15
"382","Alaska","18-29","male",2020-11-01,0,0,0,0,0,11
"383","Alaska","18-29","male",2020-12-01,0,0,0,0,0,0
"384","Alaska","18-29","male",2021-01-01,0,0,0,0,0,13
"385","Alaska","18-29","male",2021-02-01,0,0,0,0,0,0
"386","Alaska","18-29","male",2021-03-01,0,0,0,0,0,19
"387","Alaska","18-29","male",2021-04-01,0,0,0,0,0,12
"388","Alaska","18-29","male",2021-05-01,0,0,0,0,0,15
"389","Alaska","18-29","male",2021-06-01,0,0,0,0,0,14
"390","Alaska","18-29","male",2021-07-01,0,0,0,0,0,18
"391","Alaska","30-49","total",2020-07-01,0,0,0,0,0,59
"392","Alaska","30-49","total",2020-08-01,0,0,0,0,0,54
"393","Alaska","30-49","total",2020-09-01,0,0,0,0,0,62
"394","Alaska","30-49","total",2020-10-01,0,0,0,0,0,60
"395","Alaska","30-49","total",2020-11-01,0,0,0,0,0,51
"396","Alaska","30-49","total",2020-12-01,0,0,0,0,0,63
"397","Alaska","30-49","total",2021-01-01,0,0,0,0,0,56
"398","Alaska","30-49","total",2021-02-01,0,0,0,0,0,33
"399","Alaska","30-49","total",2021-03-01,0,0,0,0,0,46
"400","Alaska","30-49","total",2021-04-01,0,0,0,0,0,54
"401","Alaska","30-49","total",2021-05-01,0,0,0,0,0,56
"402","Alaska","30-49","total",2021-06-01,0,0,0,0,0,57
"403","Alaska","30-49","total",2021-07-01,0,0,0,0,0,57
"404","Alaska","30-49","female",2020-07-01,0,0,0,0,0,13
"405","Alaska","30-49","female",2020-08-01,0,0,0,0,0,0
"406","Alaska","30-49","female",2020-09-01,0,0,0,0,0,25
"407","Alaska","30-49","female",2020-10-01,0,0,0,0,0,27
"408","Alaska","30-49","female",2020-11-01,0,0,0,0,0,13
"409","Alaska","30-49","female",2020-12-01,0,0,0,0,0,10
"410","Alaska","30-49","female",2021-01-01,0,0,0,0,0,20
"411","Alaska","30-49","female",2021-02-01,0,0,0,0,0,0
"412","Alaska","30-49","female",2021-03-01,0,0,0,0,0,14
"413","Alaska","30-49","female",2021-04-01,0,0,0,0,0,11
"414","Alaska","30-49","female",2021-05-01,0,0,0,0,0,12
"415","Alaska","30-49","female",2021-06-01,0,0,0,0,0,10
"416","Alaska","30-49","female",2021-07-01,0,0,0,0,0,26
"417","Alaska","30-49","male",2020-07-01,0,0,0,0,0,37
"418","Alaska","30-49","male",2020-08-01,0,0,0,0,0,36
"419","Alaska","30-49","male",2020-09-01,0,0,0,0,0,37
"420","Alaska","30-49","male",2020-10-01,0,0,0,0,0,33
"421","Alaska","30-49","male",2020-11-01,0,0,0,0,0,32
