region,age_gp,sex,date,loess_rate,deaths,pop_est,pop_est_adj,death_rate_adj,death_rate
Alabama,18-29,female,2020-07-01,0.02532030260838636,0,393656,403623.48904360697,0,0
Alabama,18-29,female,2020-08-01,0.02450291051347677,0,393441.4166666667,403081.8764915456,0,0
Alabama,18-29,female,2020-09-01,0.02310520270179815,0,393226.8333333334,402312.4190252862,0,0
Alabama,18-29,female,2020-10-01,0.02147209984382118,0,393012.25000000006,401451.04827184486,0,0
Alabama,18-29,female,2020-11-01,0.02163784830722765,0,392797.66666666674,401296.96299343306,0,0
Alabama,18-29,female,2020-12-01,0.02249010852499182,0,392583.08333333343,401412.319482576,0,0
Alabama,18-29,female,2021-01-01,0.0221717035031761,0,392368.5000000001,401067.9780459861,0,0
Alabama,18-29,female,2021-02-01,0.02200205026441958,0,392153.9166666668,400782.1068525558,0,0
Alabama,18-29,female,2021-03-01,0.02325991294373487,0,391939.3333333335,401055.8081058923,0,0
Alabama,18-29,female,2021-04-01,0.02323743985614762,0,391724.7500000002,400827.43031828967,0,0
Alabama,18-29,female,2021-05-01,0.02306702573902544,0,391510.16666666686,400541.14175825706,0,0
Alabama,18-29,female,2021-06-01,0.02367587284213778,0,391295.58333333355,400559.8478080237,0,0
Alabama,18-29,female,2021-07-01,0.02494708913325523,0,391081,400837.3325653226,0,0
Alabama,30-49,female,2020-07-01,0.02515480035043196,10,641710,657852.0869328758,1.5200985447387285,1.5583363201446134
Alabama,30-49,female,2020-08-01,0.02458521885497717,38,641911.6666666666,657693.2054772298,5.7777698908150885,5.919817628074476
Alabama,30-49,female,2020-09-01,0.02312160832842866,0,642113.3333333333,656960.0263291283,0,0
Alabama,30-49,female,2020-10-01,0.02180139138055617,10,642314.9999999999,656318.3607046019,1.5236508070967767,1.556868514669594
Alabama,30-49,female,2020-11-01,0.02291460270908359,23,642516.6666666665,657239.6808172979,3.4994843846614354,3.5796736790225947
Alabama,30-49,female,2020-12-01,0.02376583528461762,51,642718.3333333331,657993.071377737,7.750841493393508,7.935046715642676
Alabama,30-49,female,2021-01-01,0.02246199072717696,72,642919.9999999998,657361.2630783165,10.952881473854369,11.198904995955955
Alabama,30-49,female,2021-02-01,0.02128371481523735,27,643121.6666666664,656809.6848114999,4.110779823191679,4.198272488616723
Alabama,30-49,female,2021-03-01,0.02212750063849914,13,643323.333333333,657558.4708024277,1.9770104982657921,2.020756799328488
Alabama,30-49,female,2021-04-01,0.02305074544022252,12,643524.9999999997,658358.7309594188,1.8227144922210623,1.8647294199914546
Alabama,30-49,female,2021-05-01,0.02367243570920257,13,643726.6666666663,658965.2447976322,1.972789931279652,2.019490674095632
Alabama,30-49,female,2021-06-01,0.02396467086786439,0,643928.3333333329,659359.8639041587,0,0
Alabama,30-49,female,2021-07-01,0.02390867932077308,34,644130,659530.2976108895,5.155183942748808,5.278437582475587
Alabama,50-64,female,2020-07-01,0.0251485796475036,181,511390,524250.7321459368,34.52546442026039,35.39373081210036
Alabama,50-64,female,2020-08-01,0.02492681815473774,201,511393.4166666667,524140.8273694467,38.348472300617566,39.30437769616705
Alabama,50-64,female,2020-09-01,0.02425406803222675,122,511396.8333333334,523800.28692046535,23.291319811461783,23.856229066729327
Alabama,50-64,female,2020-10-01,0.02291442951391878,98,511400.25000000006,523118.6949820255,18.733798072991316,19.16307236846286
Alabama,50-64,female,2020-11-01,0.02354129850511654,120,511403.66666666674,523442.7730402778,22.92514218947221,23.464829805026813
Alabama,50-64,female,2020-12-01,0.02448477996858833,265,511407.08333333343,523928.7732431276,50.57939428667864,51.817819626732444
Alabama,50-64,female,2021-01-01,0.0231439802704914,463,511410.5000000001,523246.5745221222,88.4860068931851,90.53392529093554
Alabama,50-64,female,2021-02-01,0.02135555188715668,239,511413.9166666668,522335.4430998558,45.75603726632618,46.733182694317875
Alabama,50-64,female,2021-03-01,0.02220507636318692,88,511417.3333333335,522773.3942734576,16.83329736439649,17.207082017817147
Alabama,50-64,female,2021-04-01,0.02366914390401545,48,511420.7500000002,523525.64132724976,9.168605357764275,9.385618397376327
Alabama,50-64,female,2021-05-01,0.02405720630569608,73,511424.16666666686,523727.6033538856,13.938543535325845,14.273865952756106
Alabama,50-64,female,2021-06-01,0.0239952757462712,39,511427.58333333355,523699.42921966594,7.447019764392646,7.625713057127179
Alabama,50-64,female,2021-07-01,0.02345545451456293,82,511431,523426.8465578374,15.665990489262992,16.033443416609476
Alaska,18-29,female,2020-07-01,0.03045286712686525,0,55263,56945.91679603196,0,0
Alaska,18-29,female,2020-08-01,0.02994497202819986,0,55193.5,56846.26781363845,0,0
Alaska,18-29,female,2020-09-01,0.0289318979585679,0,55124,56718.8419430681,0,0
Alaska,18-29,female,2020-10-01,0.02765027486814014,0,55054.5,56576.77205772803,0,0
Alaska,18-29,female,2020-11-01,0.02733431587539233,0,54985,56487.97735840844,0,0
Alaska,18-29,female,2020-12-01,0.02692792291948342,0,54915.5,56394.26035108489,0,0
Alaska,18-29,female,2021-01-01,0.02641786542263315,0,54846,56294.91424696974,0,0
Alaska,18-29,female,2021-02-01,0.02697246715089441,0,54776.5,56253.957346890966,0,0
Alaska,18-29,female,2021-03-01,0.02762379226185424,0,54707,56218.214803269264,0,0
Alaska,18-29,female,2021-04-01,0.02764890142551171,0,54637.5,56148.16685163639,0,0
Alaska,18-29,female,2021-05-01,0.0288065198431544,0,54568,56139.91417480125,0,0
Alaska,18-29,female,2021-06-01,0.03030025889351141,0,54498.5,56149.81865930804,0,0
Alaska,18-29,female,2021-07-01,0.03215187276500328,0,54429,56178.99428272636,0,0
Alaska,30-49,female,2020-07-01,0.02780689956405058,0,94093,96709.43460068021,0,0
Alaska,30-49,female,2020-08-01,0.02782186312212872,0,94156.83333333333,96776.45186234642,0,0
Alaska,30-49,female,2020-09-01,0.02706821753259121,0,94220.66666666666,96771.05216806575,0,0
Alaska,30-49,female,2020-10-01,0.02585651829974378,0,94284.49999999999,96722.36889963217,0,0
Alaska,30-49,female,2020-11-01,0.0254665174720801,0,94348.33333333331,96751.05681262827,0,0
Alaska,30-49,female,2020-12-01,0.02537944721910285,0,94412.16666666664,96808.29526742446,0,0
Alaska,30-49,female,2021-01-01,0.02560490482716766,0,94475.99999999997,96895.04898845145,0,0
Alaska,30-49,female,2021-02-01,0.02547529452425646,0,94539.8333333333,96948.26343177409,0,0
Alaska,30-49,female,2021-03-01,0.02565675969654888,0,94603.66666666663,97030.89020874571,0,0
Alaska,30-49,female,2021-04-01,0.02582454866995381,0,94667.49999999996,97112.2454612128,0,0
Alaska,30-49,female,2021-05-01,0.02695865096322446,0,94731.33333333328,97285.16228394749,0,0
Alaska,30-49,female,2021-06-01,0.02860472462646637,0,94795.16666666661,97506.7563050866,0,0
Alaska,30-49,female,2021-07-01,0.03071557117961699,0,94859,97772.64836652728,0,0
Alaska,50-64,female,2020-07-01,0.03005392316881328,0,64372,66306.63114222285,0,0
Alaska,50-64,female,2020-08-01,0.02960331968197464,0,64278.583333333336,66181.44278445446,0,0
Alaska,50-64,female,2020-09-01,0.02804863266579187,0,64185.16666666667,65985.47282909263,0,0
Alaska,50-64,female,2020-10-01,0.02626817148062561,0,64091.75000000001,65775.32307949339,0,0
Alaska,50-64,female,2020-11-01,0.02507065355266572,0,63998.33333333334,65602.81337628137,0,0
Alaska,50-64,female,2020-12-01,0.02384442485281096,0,63904.91666666668,65428.692649850156,0,0
Alaska,50-64,female,2021-01-01,0.02319011513382263,0,63811.500000000015,65291.29603186193,0,0
Alaska,50-64,female,2021-02-01,0.02409666078386206,0,63718.08333333335,65253.47637321453,0,0
Alaska,50-64,female,2021-03-01,0.02522817296212303,0,63624.666666666686,65229.80076199078,0,0
Alaska,50-64,female,2021-04-01,0.02616202961669404,0,63531.25000000002,65193.35644408561,0,0
Alaska,50-64,female,2021-05-01,0.0282865317265713,0,63437.83333333336,65232.26961858163,0,0
Alaska,50-64,female,2021-06-01,0.03052768584789549,0,63344.41666666669,65278.175118884894,0,0
Alaska,50-64,female,2021-07-01,0.03289882229150277,0,63251,65331.883408759844,0,0
Arizona,18-29,female,2020-07-01,0.02237621259127784,0,570191,582949.7150336333,0,0
Arizona,18-29,female,2020-08-01,0.02245145427744088,0,570649,583460.8999319673,0,0
Arizona,18-29,female,2020-09-01,0.02293445087285982,0,571107,584205.0254346463,0,0
Arizona,18-29,female,2020-10-01,0.02252405404838947,0,571565,584438.9609521677,0,0
Arizona,18-29,female,2020-11-01,0.0227123556647079,0,572023,585014.9898243933,0,0
Arizona,18-29,female,2020-12-01,0.02348364747065068,0,572481,585924.9419876455,0,0
Arizona,18-29,female,2021-01-01,0.02313498438683959,26,572939,586193.9348196115,4.435392189446815,4.538004918499177
Arizona,18-29,female,2021-02-01,0.02247467505951598,0,573397,586283.9112551012,0,0
Arizona,18-29,female,2021-03-01,0.02279916826692239,0,573855,586938.4167058148,0,0
Arizona,18-29,female,2021-04-01,0.02302558540994347,0,574313,587536.8930335409,0,0
Arizona,18-29,female,2021-05-01,0.02311588695940489,0,574771,588057.341463544,0,0
Arizona,18-29,female,2021-06-01,0.02286630514780594,0,575229,588382.3618438672,0,0
Arizona,18-29,female,2021-07-01,0.02234602950346667,0,575687,588551.3186867622,0,0
Arizona,30-49,female,2020-07-01,0.02492082291893242,133,881961,903940.1939024045,14.713362775232403,15.080031883495982
Arizona,30-49,female,2020-08-01,0.02459132069179542,80,883135.1666666666,904852.6267643687,8.841218739240361,9.05863598456333
Arizona,30-49,female,2020-09-01,0.02454845954320921,0,884309.3333333333,906017.765226349,0,0
Arizona,30-49,female,2020-10-01,0.02475084916274101,0,885483.4999999999,907399.9685445959,0,0
Arizona,30-49,female,2020-11-01,0.02538642785427782,25,886657.6666666665,909166.7375529422,2.7497706380337315,2.8195774919519865
Arizona,30-49,female,2020-12-01,0.0254041703864491,151,887831.8333333331,910386.4645018467,16.586362593014332,17.007725374418698
Arizona,30-49,female,2021-01-01,0.02456662543673318,214,889005.9999999998,910845.8774130081,23.494644407658136,24.07182853659031
Arizona,30-49,female,2021-02-01,0.02472576331738344,86,890180.1666666664,912190.5507774953,9.427854731305743,9.66096563598268
Arizona,30-49,female,2021-03-01,0.02544425075651591,11,891354.333333333,914034.1765035735,1.2034560941777863,1.2340771328125033
Arizona,30-49,female,2021-04-01,0.02585553001378975,0,892528.4999999997,915605.2974199123,0,0
Arizona,30-49,female,2021-05-01,0.02540594554489656,0,893702.6666666663,916408.0279493284,0,0
Arizona,30-49,female,2021-06-01,0.02488663732325219,0,894876.8333333329,917147.3085334799,0,0
Arizona,30-49,female,2021-07-01,0.02422154108845818,21,896051,917754.736113854,2.288193040432842,2.3436166021800098
Arizona,50-64,female,2020-07-01,0.02910795535837922,428,659083,678267.5585414667,63.10194179423277,64.93871029900635
Arizona,50-64,female,2020-08-01,0.02926453851606284,199,659762.25,679069.8877765692,29.304789327586253,30.162380463568507
Arizona,50-64,female,2020-09-01,0.03018887767368589,79,660441.5,680379.4876541256,11.61116721381231,11.961695320478801
Arizona,50-64,female,2020-10-01,0.03191891832073134,42,661120.75,682223.0092193907,6.156344689701538,6.352848553006392
Arizona,50-64,female,2020-11-01,0.03401032470306471,183,661800,684308.0328884883,26.74234280541039,27.651858567543062
Arizona,50-64,female,2020-12-01,0.03480518987206973,415,662479.25,685536.9660825564,60.53648753202658,62.64347147476694
Arizona,50-64,female,2021-01-01,0.03446654837499301,799,663158.5,686015.2845205378,116.46970818710376,120.4840170185559
Arizona,50-64,female,2021-02-01,0.03469168487585831,293,663837.75,686867.4000316988,42.65743285916294,44.1372910775261
Arizona,50-64,female,2021-03-01,0.03494767828373887,126,664517,687740.3263300753,18.320868382455057,18.961140196563818
Arizona,50-64,female,2021-04-01,0.03309709810057605,66,665196.25,687212.3155423853,9.604018802822125,9.921883955298906
Arizona,50-64,female,2021-05-01,0.03047315887850722,95,665875.5,686166.8299048054,13.845029497153007,14.266931280697369
Arizona,50-64,female,2021-06-01,0.02836813824141769,47,666554.75,685463.6672934735,6.856672679031649,7.05118371746657
Arizona,50-64,female,2021-07-01,0.02673204659026131,93,667234,685070.5303746065,13.575244573598319,13.938138644013943
Arkansas,18-29,female,2020-07-01,0.0248190419580477,0,233552,239348.53688738594,0,0
Arkansas,18-29,female,2020-08-01,0.02461123037964616,0,233531.33333333334,239278.82677886594,0,0
Arkansas,18-29,female,2020-09-01,0.02414659406683229,0,233510.6666666667,239149.1539449421,0,0
Arkansas,18-29,female,2020-10-01,0.02389406192032406,0,233490.00000000003,239069.0245177765,0,0
Arkansas,18-29,female,2020-11-01,0.02383164685095157,0,233469.33333333337,239033.29203586048,0,0
Arkansas,18-29,female,2020-12-01,0.02375755000706482,0,233448.66666666672,238994.83503908265,0,0
Arkansas,18-29,female,2021-01-01,0.02298831413759505,0,233428.00000000006,238794.11619251058,0,0
Arkansas,18-29,female,2021-02-01,0.02198134703307247,0,233407.3333333334,238537.94092739743,0,0
Arkansas,18-29,female,2021-03-01,0.02241794286141642,0,233386.66666666674,238618.7156246165,0,0
Arkansas,18-29,female,2021-04-01,0.0230895223316484,0,233366.0000000001,238754.30946844752,0,0
Arkansas,18-29,female,2021-05-01,0.02310345837042752,0,233345.33333333343,238736.41752793363,0,0
Arkansas,18-29,female,2021-06-01,0.02307511616502902,0,233324.66666666677,238708.6604541668,0,0
Arkansas,18-29,female,2021-07-01,0.02296490020606899,0,233304,238661.8030776767,0,0
Arkansas,30-49,female,2020-07-01,0.02522425251356325,0,375689,385165.47420256806,0,0
Arkansas,30-49,female,2020-08-01,0.02531949286122905,10,375910.3333333333,385428.1923346289,2.594517007027342,2.660208861865108
Arkansas,30-49,female,2020-09-01,0.02523428853891453,10,376131.6666666666,385623.0816719561,2.5932057688670342,2.6586434714794023
Arkansas,30-49,female,2020-10-01,0.02481727247080816,11,376352.99999999994,385693.05494620604,2.8520088342099417,2.9227879145376816
