"","age_gp","sex","region","july1_2020","july1_2021"
"11414","62","male","Texas",155740,157157
"11415","62","female","Texas",162234,163786
"11416","63","total","Texas",310494,314571
"11417","63","male","Texas",151140,153432
"11418","63","female","Texas",159354,161139
"11419","64","total","Texas",295305,306862
"11420","64","male","Texas",142678,148666
"11421","64","female","Texas",152627,158196
"11422","65","total","Texas",285798,291387
"11423","65","male","Texas",137217,140124
"11424","65","female","Texas",148581,151263
"11425","66","total","Texas",272471,282022
"11426","66","male","Texas",129629,134783
"11427","66","female","Texas",142842,147239
"11428","67","total","Texas",259659,268850
"11429","67","male","Texas",123056,127358
"11430","67","female","Texas",136603,141492
"11431","68","total","Texas",246717,255878
"11432","68","male","Texas",116571,120713
"11433","68","female","Texas",130146,135165
"11434","69","total","Texas",233619,242226
"11435","69","male","Texas",109449,113780
"11436","69","female","Texas",124170,128446
"11437","70","total","Texas",222175,229353
"11438","70","male","Texas",103589,106975
"11439","70","female","Texas",118586,122378
"11440","71","total","Texas",213920,217481
"11441","71","male","Texas",99668,100828
"11442","71","female","Texas",114252,116653
"11443","72","total","Texas",208035,209123
"11444","72","male","Texas",97234,96920
"11445","72","female","Texas",110801,112203
"11446","73","total","Texas",215364,202863
"11447","73","male","Texas",101282,94252
"11448","73","female","Texas",114082,108611
"11449","74","total","Texas",155949,209390
"11450","74","male","Texas",71908,97780
"11451","74","female","Texas",84041,111610
"11452","75","total","Texas",148745,151143
"11453","75","male","Texas",67957,69244
"11454","75","female","Texas",80788,81899
"11455","76","total","Texas",142633,143683
"11456","76","male","Texas",64712,65200
"11457","76","female","Texas",77921,78483
"11458","77","total","Texas",139241,137348
"11459","77","male","Texas",62913,61851
"11460","77","female","Texas",76328,75497
"11461","78","total","Texas",118580,133297
"11462","78","male","Texas",53016,59672
"11463","78","female","Texas",65564,73625
"11464","79","total","Texas",107381,113052
"11465","79","male","Texas",47409,50121
"11466","79","female","Texas",59972,62931
"11467","80","total","Texas",97544,101901
"11468","80","male","Texas",42526,44483
"11469","80","female","Texas",55018,57418
"11470","81","total","Texas",88691,91914
"11471","81","male","Texas",38464,39707
"11472","81","female","Texas",50227,52207
"11473","82","total","Texas",81673,82942
"11474","82","male","Texas",34842,35600
"11475","82","female","Texas",46831,47342
"11476","83","total","Texas",72334,75681
"11477","83","male","Texas",30389,31817
"11478","83","female","Texas",41945,43864
"11479","84","total","Texas",66136,66541
"11480","84","male","Texas",27291,27528
"11481","84","female","Texas",38845,39013
"11482","85+","total","Texas",369398,369909
"11483","85+","male","Texas",135336,136945
"11484","85+","female","Texas",234062,232964
"11485","Total","total","Utah",3281684,3337975
"11486","Total","male","Utah",1661152,1690069
"11487","Total","female","Utah",1620532,1647906
"11488","0","total","Utah",47209,44946
"11489","0","male","Utah",24170,22931
"11490","0","female","Utah",23039,22015
"11491","1","total","Utah",47127,47259
"11492","1","male","Utah",24138,24161
"11493","1","female","Utah",22989,23098
"11494","2","total","Utah",47623,47463
"11495","2","male","Utah",24344,24300
"11496","2","female","Utah",23279,23163
"11497","3","total","Utah",49175,47947
"11498","3","male","Utah",25192,24514
"11499","3","female","Utah",23983,23433
"11500","4","total","Utah",51109,49619
"11501","4","male","Utah",26167,25398
"11502","4","female","Utah",24942,24221
"11503","5","total","Utah",51705,51575
"11504","5","male","Utah",26485,26397
"11505","5","female","Utah",25220,25178
"11506","6","total","Utah",52005,52250
"11507","6","male","Utah",26806,26795
"11508","6","female","Utah",25199,25455
"11509","7","total","Utah",52132,52418
"11510","7","male","Utah",26724,26969
"11511","7","female","Utah",25408,25449
"11512","8","total","Utah",51691,52575
"11513","8","male","Utah",26523,27030
"11514","8","female","Utah",25168,25545
"11515","9","total","Utah",52708,52067
"11516","9","male","Utah",27177,26646
"11517","9","female","Utah",25531,25421
"11518","10","total","Utah",54637,53216
"11519","10","male","Utah",28121,27465
"11520","10","female","Utah",26516,25751
"11521","11","total","Utah",55940,55091
"11522","11","male","Utah",28764,28400
"11523","11","female","Utah",27176,26691
"11524","12","total","Utah",57699,56356
"11525","12","male","Utah",29802,28998
"11526","12","female","Utah",27897,27358
"11527","13","total","Utah",57437,58222
"11528","13","male","Utah",29851,30071
"11529","13","female","Utah",27586,28151
"11530","14","total","Utah",56226,57979
"11531","14","male","Utah",29071,30131
"11532","14","female","Utah",27155,27848
"11533","15","total","Utah",55280,56717
"11534","15","male","Utah",28355,29316
"11535","15","female","Utah",26925,27401
"11536","16","total","Utah",55308,55826
"11537","16","male","Utah",28311,28576
"11538","16","female","Utah",26997,27250
"11539","17","total","Utah",54344,55717
"11540","17","male","Utah",27893,28519
"11541","17","female","Utah",26451,27198
"11542","18","total","Utah",51119,52760
"11543","18","male","Utah",26307,27154
"11544","18","female","Utah",24812,25606
"11545","19","total","Utah",48764,49331
"11546","19","male","Utah",23940,24299
"11547","19","female","Utah",24824,25032
"11548","20","total","Utah",49403,50373
"11549","20","male","Utah",23039,23476
"11550","20","female","Utah",26364,26897
"11551","21","total","Utah",51869,54175
"11552","21","male","Utah",25822,27013
"11553","21","female","Utah",26047,27162
"11554","22","total","Utah",55126,57049
"11555","22","male","Utah",29116,30111
"11556","22","female","Utah",26010,26938
"11557","23","total","Utah",57309,58773
"11558","23","male","Utah",30519,31228
"11559","23","female","Utah",26790,27545
"11560","24","total","Utah",54712,56701
"11561","24","male","Utah",29018,30013
"11562","24","female","Utah",25694,26688
"11563","25","total","Utah",52068,53317
"11564","25","male","Utah",27184,27901
"11565","25","female","Utah",24884,25416
"11566","26","total","Utah",50035,51232
"11567","26","male","Utah",25815,26437
"11568","26","female","Utah",24220,24795
"11569","27","total","Utah",49000,50101
"11570","27","male","Utah",25071,25718
"11571","27","female","Utah",23929,24383
"11572","28","total","Utah",49707,49265
"11573","28","male","Utah",25279,25201
"11574","28","female","Utah",24428,24064
"11575","29","total","Utah",49549,50272
"11576","29","male","Utah",25044,25668
"11577","29","female","Utah",24505,24604
"11578","30","total","Utah",47951,49938
"11579","30","male","Utah",24315,25284
"11580","30","female","Utah",23636,24654
"11581","31","total","Utah",46128,48594
"11582","31","male","Utah",23678,24581
"11583","31","female","Utah",22450,24013
"11584","32","total","Utah",44663,46750
"11585","32","male","Utah",22770,24070
"11586","32","female","Utah",21893,22680
"11587","33","total","Utah",43505,45233
"11588","33","male","Utah",21922,23043
"11589","33","female","Utah",21583,22190
"11590","34","total","Utah",44079,43986
"11591","34","male","Utah",22131,22161
"11592","34","female","Utah",21948,21825
"11593","35","total","Utah",45184,44603
"11594","35","male","Utah",22964,22399
"11595","35","female","Utah",22220,22204
"11596","36","total","Utah",45518,45538
"11597","36","male","Utah",23254,23152
"11598","36","female","Utah",22264,22386
"11599","37","total","Utah",47352,46027
"11600","37","male","Utah",24235,23584
"11601","37","female","Utah",23117,22443
"11602","38","total","Utah",47923,47801
"11603","38","male","Utah",24509,24419
"11604","38","female","Utah",23414,23382
"11605","39","total","Utah",47685,48198
"11606","39","male","Utah",24425,24630
"11607","39","female","Utah",23260,23568
"11608","40","total","Utah",47898,48001
"11609","40","male","Utah",24565,24626
"11610","40","female","Utah",23333,23375
"11611","41","total","Utah",46567,48255
"11612","41","male","Utah",23870,24832
"11613","41","female","Utah",22697,23423
"11614","42","total","Utah",45738,46872
"11615","42","male","Utah",23412,24030
"11616","42","female","Utah",22326,22842
"11617","43","total","Utah",44316,45958
"11618","43","male","Utah",22785,23532
"11619","43","female","Utah",21531,22426
"11620","44","total","Utah",41013,44455
"11621","44","male","Utah",21048,22837
"11622","44","female","Utah",19965,21618
"11623","45","total","Utah",39327,41197
"11624","45","male","Utah",20188,21148
"11625","45","female","Utah",19139,20049
"11626","46","total","Utah",37051,39541
"11627","46","male","Utah",19054,20301
"11628","46","female","Utah",17997,19240
"11629","47","total","Utah",35834,37154
"11630","47","male","Utah",18408,19087
"11631","47","female","Utah",17426,18067
"11632","48","total","Utah",35904,35991
"11633","48","male","Utah",18476,18454
"11634","48","female","Utah",17428,17537
"11635","49","total","Utah",36772,36180
"11636","49","male","Utah",18943,18567
"11637","49","female","Utah",17829,17613
"11638","50","total","Utah",34877,36883
"11639","50","male","Utah",17875,18959
"11640","50","female","Utah",17002,17924
"11641","51","total","Utah",32901,35086
"11642","51","male","Utah",16775,18036
"11643","51","female","Utah",16126,17050
"11644","52","total","Utah",31198,32968
"11645","52","male","Utah",15959,16756
"11646","52","female","Utah",15239,16212
"11647","53","total","Utah",30596,31246
"11648","53","male","Utah",15696,15975
"11649","53","female","Utah",14900,15271
"11650","54","total","Utah",29892,30792
"11651","54","male","Utah",15274,15804
"11652","54","female","Utah",14618,14988
"11653","55","total","Utah",30368,29999
"11654","55","male","Utah",15349,15261
"11655","55","female","Utah",15019,14738
"11656","56","total","Utah",31075,30361
"11657","56","male","Utah",15615,15315
"11658","56","female","Utah",15460,15046
"11659","57","total","Utah",31705,31237
"11660","57","male","Utah",15854,15663
"11661","57","female","Utah",15851,15574
"11662","58","total","Utah",32127,31711
"11663","58","male","Utah",16005,15819
"11664","58","female","Utah",16122,15892
"11665","59","total","Utah",32064,32188
"11666","59","male","Utah",15960,16046
"11667","59","female","Utah",16104,16142
"11668","60","total","Utah",31278,32108
"11669","60","male","Utah",15511,15961
"11670","60","female","Utah",15767,16147
"11671","61","total","Utah",30971,31383
"11672","61","male","Utah",15263,15543
"11673","61","female","Utah",15708,15840
"11674","62","total","Utah",30742,31046
"11675","62","male","Utah",15167,15266
"11676","62","female","Utah",15575,15780
"11677","63","total","Utah",30322,30657
"11678","63","male","Utah",15017,15136
"11679","63","female","Utah",15305,15521
"11680","64","total","Utah",28915,30298
"11681","64","male","Utah",14283,14964
"11682","64","female","Utah",14632,15334
"11683","65","total","Utah",28311,28865
"11684","65","male","Utah",13968,14234
"11685","65","female","Utah",14343,14631
"11686","66","total","Utah",27450,28145
"11687","66","male","Utah",13500,13825
"11688","66","female","Utah",13950,14320
"11689","67","total","Utah",26222,27256
"11690","67","male","Utah",12818,13373
"11691","67","female","Utah",13404,13883
"11692","68","total","Utah",24958,26020
"11693","68","male","Utah",12164,12647
"11694","68","female","Utah",12794,13373
"11695","69","total","Utah",23282,24710
"11696","69","male","Utah",11238,11987
"11697","69","female","Utah",12044,12723
"11698","70","total","Utah",22062,23140
"11699","70","male","Utah",10590,11156
"11700","70","female","Utah",11472,11984
"11701","71","total","Utah",21429,21758
"11702","71","male","Utah",10331,10410
"11703","71","female","Utah",11098,11348
"11704","72","total","Utah",20667,21117
"11705","72","male","Utah",9991,10179
"11706","72","female","Utah",10676,10938
"11707","73","total","Utah",21512,20309
"11708","73","male","Utah",10429,9765
"11709","73","female","Utah",11083,10544
"11710","74","total","Utah",14951,21047
"11711","74","male","Utah",7100,10195
"11712","74","female","Utah",7851,10852
"11713","75","total","Utah",14608,14615
"11714","75","male","Utah",6828,6908
"11715","75","female","Utah",7780,7707
"11716","76","total","Utah",14497,14258
"11717","76","male","Utah",6749,6646
"11718","76","female","Utah",7748,7612
"11719","77","total","Utah",14470,14132
"11720","77","male","Utah",6744,6542
"11721","77","female","Utah",7726,7590
"11722","78","total","Utah",12043,13931
"11723","78","male","Utah",5606,6489
"11724","78","female","Utah",6437,7442
"11725","79","total","Utah",10815,11558
"11726","79","male","Utah",5028,5357
"11727","79","female","Utah",5787,6201
"11728","80","total","Utah",9832,10311
"11729","80","male","Utah",4486,4767
"11730","80","female","Utah",5346,5544
"11731","81","total","Utah",9086,9319
"11732","81","male","Utah",4163,4212
"11733","81","female","Utah",4923,5107
"11734","82","total","Utah",8300,8508
"11735","82","male","Utah",3807,3902
"11736","82","female","Utah",4493,4606
"11737","83","total","Utah",7392,7699
"11738","83","male","Utah",3300,3514
"11739","83","female","Utah",4092,4185
"11740","84","total","Utah",6740,6798
"11741","84","male","Utah",3011,3035
"11742","84","female","Utah",3729,3763
"11743","85+","total","Utah",35602,35652
"11744","85+","male","Utah",14698,14849
"11745","85+","female","Utah",20904,20803
"11746","Total","total","Vermont",642495,645570
"11747","Total","male","Vermont",319533,320850
"11748","Total","female","Vermont",322962,324720
"11749","0","total","Vermont",5529,5073
"11750","0","male","Vermont",2817,2625
"11751","0","female","Vermont",2712,2448
"11752","1","total","Vermont",5608,5622
"11753","1","male","Vermont",2859,2875
"11754","1","female","Vermont",2749,2747
"11755","2","total","Vermont",5697,5679
"11756","2","male","Vermont",2903,2881
"11757","2","female","Vermont",2794,2798
"11758","3","total","Vermont",5966,5808
"11759","3","male","Vermont",3056,2958
"11760","3","female","Vermont",2910,2850
"11761","4","total","Vermont",6197,6067
"11762","4","male","Vermont",3140,3120
"11763","4","female","Vermont",3057,2947
"11764","5","total","Vermont",6290,6290
"11765","5","male","Vermont",3248,3183
"11766","5","female","Vermont",3042,3107
"11767","6","total","Vermont",6422,6369
"11768","6","male","Vermont",3344,3286
"11769","6","female","Vermont",3078,3083
"11770","7","total","Vermont",6388,6506
"11771","7","male","Vermont",3311,3404
"11772","7","female","Vermont",3077,3102
"11773","8","total","Vermont",6481,6425
"11774","8","male","Vermont",3347,3314
"11775","8","female","Vermont",3134,3111
"11776","9","total","Vermont",6532,6525
"11777","9","male","Vermont",3413,3375
"11778","9","female","Vermont",3119,3150
"11779","10","total","Vermont",6677,6597
"11780","10","male","Vermont",3503,3438
"11781","10","female","Vermont",3174,3159
"11782","11","total","Vermont",6844,6696
"11783","11","male","Vermont",3564,3511
"11784","11","female","Vermont",3280,3185
"11785","12","total","Vermont",7183,6868
"11786","12","male","Vermont",3699,3589
"11787","12","female","Vermont",3484,3279
"11788","13","total","Vermont",7300,7225
"11789","13","male","Vermont",3766,3717
"11790","13","female","Vermont",3534,3508
"11791","14","total","Vermont",7223,7302
"11792","14","male","Vermont",3746,3769
"11793","14","female","Vermont",3477,3533
"11794","15","total","Vermont",7167,7230
"11795","15","male","Vermont",3735,3738
"11796","15","female","Vermont",3432,3492
"11797","16","total","Vermont",7390,7243
"11798","16","male","Vermont",3873,3783
"11799","16","female","Vermont",3517,3460
"11800","17","total","Vermont",7457,7451
"11801","17","male","Vermont",3865,3908
"11802","17","female","Vermont",3592,3543
"11803","18","total","Vermont",9485,9593
"11804","18","male","Vermont",4772,4879
"11805","18","female","Vermont",4713,4714
"11806","19","total","Vermont",11444,11241
"11807","19","male","Vermont",5912,5806
"11808","19","female","Vermont",5532,5435
"11809","20","total","Vermont",10884,10764
"11810","20","male","Vermont",5642,5553
"11811","20","female","Vermont",5242,5211
"11812","21","total","Vermont",10132,10090
"11813","21","male","Vermont",5181,5155
"11814","21","female","Vermont",4951,4935
"11815","22","total","Vermont",8985,8989
"11816","22","male","Vermont",4531,4563
"11817","22","female","Vermont",4454,4426
"11818","23","total","Vermont",7922,8052
"11819","23","male","Vermont",4061,4119
"11820","23","female","Vermont",3861,3933
"11821","24","total","Vermont",7530,7465
"11822","24","male","Vermont",3831,3724
"11823","24","female","Vermont",3699,3741
"11824","25","total","Vermont",7619,7453
"11825","25","male","Vermont",3916,3830
"11826","25","female","Vermont",3703,3623
"11827","26","total","Vermont",7683,7666
"11828","26","male","Vermont",3971,3913
"11829","26","female","Vermont",3712,3753
"11830","27","total","Vermont",7713,7591
"11831","27","male","Vermont",3983,3882
"11832","27","female","Vermont",3730,3709
"11833","28","total","Vermont",7740,7860
"11834","28","male","Vermont",3957,4019
"11835","28","female","Vermont",3783,3841
"11836","29","total","Vermont",7699,7942
"11837","29","male","Vermont",3912,4030
"11838","29","female","Vermont",3787,3912
"11839","30","total","Vermont",7620,7916
"11840","30","male","Vermont",3883,4003
"11841","30","female","Vermont",3737,3913
"11842","31","total","Vermont",7448,7875
"11843","31","male","Vermont",3783,4005
"11844","31","female","Vermont",3665,3870
"11845","32","total","Vermont",7607,7677
"11846","32","male","Vermont",3874,3899
"11847","32","female","Vermont",3733,3778
"11848","33","total","Vermont",7667,7818
"11849","33","male","Vermont",3850,4002
"11850","33","female","Vermont",3817,3816
"11851","34","total","Vermont",7649,7861
"11852","34","male","Vermont",3812,3930
"11853","34","female","Vermont",3837,3931
"11854","35","total","Vermont",7699,7835
"11855","35","male","Vermont",3849,3923
"11856","35","female","Vermont",3850,3912
"11857","36","total","Vermont",7699,7895
"11858","36","male","Vermont",3847,3955
"11859","36","female","Vermont",3852,3940
"11860","37","total","Vermont",7879,7928
"11861","37","male","Vermont",3918,3969
"11862","37","female","Vermont",3961,3959
"11863","38","total","Vermont",7828,7972
"11864","38","male","Vermont",3901,3963
"11865","38","female","Vermont",3927,4009
"11866","39","total","Vermont",7743,7982
"11867","39","male","Vermont",3884,3981
"11868","39","female","Vermont",3859,4001
"11869","40","total","Vermont",7735,7849
"11870","40","male","Vermont",3843,3948
"11871","40","female","Vermont",3892,3901
"11872","41","total","Vermont",7428,7845
"11873","41","male","Vermont",3636,3879
"11874","41","female","Vermont",3792,3966
"11875","42","total","Vermont",7321,7566
"11876","42","male","Vermont",3627,3714
"11877","42","female","Vermont",3694,3852
"11878","43","total","Vermont",7189,7412
"11879","43","male","Vermont",3577,3673
"11880","43","female","Vermont",3612,3739
"11881","44","total","Vermont",6908,7298
"11882","44","male","Vermont",3472,3633
"11883","44","female","Vermont",3436,3665
"11884","45","total","Vermont",7080,7015
"11885","45","male","Vermont",3566,3551
"11886","45","female","Vermont",3514,3464
"11887","46","total","Vermont",7058,7114
"11888","46","male","Vermont",3570,3576
"11889","46","female","Vermont",3488,3538
"11890","47","total","Vermont",7145,7052
"11891","47","male","Vermont",3602,3546
"11892","47","female","Vermont",3543,3506
"11893","48","total","Vermont",7679,7209
"11894","48","male","Vermont",3890,3624
"11895","48","female","Vermont",3789,3585
"11896","49","total","Vermont",8459,7691
"11897","49","male","Vermont",4234,3868
"11898","49","female","Vermont",4225,3823
"11899","50","total","Vermont",8488,8509
"11900","50","male","Vermont",4241,4279
"11901","50","female","Vermont",4247,4230
"11902","51","total","Vermont",8235,8441
"11903","51","male","Vermont",4082,4206
"11904","51","female","Vermont",4153,4235
"11905","52","total","Vermont",8086,8241
"11906","52","male","Vermont",3995,4119
"11907","52","female","Vermont",4091,4122
"11908","53","total","Vermont",8334,8092
"11909","53","male","Vermont",4126,3978
"11910","53","female","Vermont",4208,4114
"11911","54","total","Vermont",8564,8358
"11912","54","male","Vermont",4281,4127
"11913","54","female","Vermont",4283,4231
"11914","55","total","Vermont",9018,8546
"11915","55","male","Vermont",4473,4270
"11916","55","female","Vermont",4545,4276
"11917","56","total","Vermont",9395,9055
"11918","56","male","Vermont",4626,4482
"11919","56","female","Vermont",4769,4573
"11920","57","total","Vermont",9617,9338
"11921","57","male","Vermont",4712,4576
"11922","57","female","Vermont",4905,4762
"11923","58","total","Vermont",9951,9606
"11924","58","male","Vermont",4853,4704
"11925","58","female","Vermont",5098,4902
"11926","59","total","Vermont",10198,9925
"11927","59","male","Vermont",4990,4831
"11928","59","female","Vermont",5208,5094
"11929","60","total","Vermont",9916,10123
"11930","60","male","Vermont",4899,4962
"11931","60","female","Vermont",5017,5161
"11932","61","total","Vermont",9981,9839
"11933","61","male","Vermont",4934,4865
"11934","61","female","Vermont",5047,4974
"11935","62","total","Vermont",10047,9955
"11936","62","male","Vermont",4950,4893
"11937","62","female","Vermont",5097,5062
"11938","63","total","Vermont",9921,9961
"11939","63","male","Vermont",4862,4898
"11940","63","female","Vermont",5059,5063
"11941","64","total","Vermont",9559,9831
"11942","64","male","Vermont",4709,4796
"11943","64","female","Vermont",4850,5035
"11944","65","total","Vermont",9458,9426
"11945","65","male","Vermont",4692,4605
"11946","65","female","Vermont",4766,4821
"11947","66","total","Vermont",9201,9302
"11948","66","male","Vermont",4539,4606
"11949","66","female","Vermont",4662,4696
"11950","67","total","Vermont",8868,9083
"11951","67","male","Vermont",4308,4440
"11952","67","female","Vermont",4560,4643
"11953","68","total","Vermont",8570,8725
"11954","68","male","Vermont",4172,4226
"11955","68","female","Vermont",4398,4499
"11956","69","total","Vermont",8160,8477
"11957","69","male","Vermont",3957,4123
"11958","69","female","Vermont",4203,4354
"11959","70","total","Vermont",7694,8010
"11960","70","male","Vermont",3739,3872
"11961","70","female","Vermont",3955,4138
"11962","71","total","Vermont",7543,7561
"11963","71","male","Vermont",3690,3661
"11964","71","female","Vermont",3853,3900
"11965","72","total","Vermont",7294,7353
"11966","72","male","Vermont",3572,3581
"11967","72","female","Vermont",3722,3772
"11968","73","total","Vermont",7663,7132
"11969","73","male","Vermont",3740,3455
"11970","73","female","Vermont",3923,3677
"11971","74","total","Vermont",5245,7471
"11972","74","male","Vermont",2504,3636
"11973","74","female","Vermont",2741,3835
"11974","75","total","Vermont",5073,5115
"11975","75","male","Vermont",2375,2416
"11976","75","female","Vermont",2698,2699
"11977","76","total","Vermont",4957,4894
"11978","76","male","Vermont",2356,2266
"11979","76","female","Vermont",2601,2628
"11980","77","total","Vermont",4985,4806
"11981","77","male","Vermont",2364,2253
"11982","77","female","Vermont",2621,2553
"11983","78","total","Vermont",4073,4808
"11984","78","male","Vermont",1914,2261
"11985","78","female","Vermont",2159,2547
"11986","79","total","Vermont",3627,3900
"11987","79","male","Vermont",1678,1806
"11988","79","female","Vermont",1949,2094
"11989","80","total","Vermont",3200,3425
"11990","80","male","Vermont",1453,1576
"11991","80","female","Vermont",1747,1849
"11992","81","total","Vermont",2946,3065
"11993","81","male","Vermont",1316,1388
"11994","81","female","Vermont",1630,1677
"11995","82","total","Vermont",2739,2755
"11996","82","male","Vermont",1235,1239
"11997","82","female","Vermont",1504,1516
"11998","83","total","Vermont",2379,2580
"11999","83","male","Vermont",1037,1120
"12000","83","female","Vermont",1342,1460
"12001","84","total","Vermont",2192,2207
"12002","84","male","Vermont",954,959
"12003","84","female","Vermont",1238,1248
"12004","85+","total","Vermont",13290,13163
"12005","85+","male","Vermont",4729,4786
"12006","85+","female","Vermont",8561,8377
"12007","Total","total","Virginia",8632044,8642274
"12008","Total","male","Virginia",4272978,4277201
"12009","Total","female","Virginia",4359066,4365073
"12010","0","total","Virginia",96567,92468
"12011","0","male","Virginia",49365,47277
"12012","0","female","Virginia",47202,45191
"12013","1","total","Virginia",98441,96647
"12014","1","male","Virginia",50303,49287
"12015","1","female","Virginia",48138,47360
"12016","2","total","Virginia",100803,98881
"12017","2","male","Virginia",51528,50463
"12018","2","female","Virginia",49275,48418
"12019","3","total","Virginia",101760,100954
"12020","3","male","Virginia",52020,51625
"12021","3","female","Virginia",49740,49329
"12022","4","total","Virginia",104251,101858
"12023","4","male","Virginia",53256,52072
"12024","4","female","Virginia",50995,49786
"12025","5","total","Virginia",104494,104424
"12026","5","male","Virginia",53350,53328
"12027","5","female","Virginia",51144,51096
"12028","6","total","Virginia",103647,104589
"12029","6","male","Virginia",53110,53443
"12030","6","female","Virginia",50537,51146
"12031","7","total","Virginia",103412,103792
"12032","7","male","Virginia",53113,53257
"12033","7","female","Virginia",50299,50535
"12034","8","total","Virginia",103934,103371
"12035","8","male","Virginia",53375,53077
"12036","8","female","Virginia",50559,50294
"12037","9","total","Virginia",104672,104085
"12038","9","male","Virginia",53819,53476
"12039","9","female","Virginia",50853,50609
"12040","10","total","Virginia",106203,104766
"12041","10","male","Virginia",54448,53892
"12042","10","female","Virginia",51755,50874
"12043","11","total","Virginia",108102,106243
"12044","11","male","Virginia",55337,54454
"12045","11","female","Virginia",52765,51789
"12046","12","total","Virginia",112608,108253
"12047","12","male","Virginia",57606,55509
"12048","12","female","Virginia",55002,52744
"12049","13","total","Virginia",112377,112743
"12050","13","male","Virginia",57738,57653
"12051","13","female","Virginia",54639,55090
"12052","14","total","Virginia",110404,112495
"12053","14","male","Virginia",56778,57821
"12054","14","female","Virginia",53626,54674
"12055","15","total","Virginia",109028,110350
"12056","15","male","Virginia",55963,56697
"12057","15","female","Virginia",53065,53653
"12058","16","total","Virginia",109680,109269
"12059","16","male","Virginia",55943,56016
"12060","16","female","Virginia",53737,53253
"12061","17","total","Virginia",108473,109638
"12062","17","male","Virginia",55074,55861
"12063","17","female","Virginia",53399,53777
"12064","18","total","Virginia",112246,112681
"12065","18","male","Virginia",56731,56871
"12066","18","female","Virginia",55515,55810
"12067","19","total","Virginia",116620,114729
"12068","19","male","Virginia",59192,58167
"12069","19","female","Virginia",57428,56562
"12070","20","total","Virginia",116673,117146
"12071","20","male","Virginia",60107,60279
"12072","20","female","Virginia",56566,56867
"12073","21","total","Virginia",115595,117641
"12074","21","male","Virginia",60228,61211
"12075","21","female","Virginia",55367,56430
"12076","22","total","Virginia",113587,113812
"12077","22","male","Virginia",59363,59423
"12078","22","female","Virginia",54224,54389
"12079","23","total","Virginia",111829,111804
"12080","23","male","Virginia",57910,58264
"12081","23","female","Virginia",53919,53540
"12082","24","total","Virginia",112522,112026
"12083","24","male","Virginia",57984,57551
"12084","24","female","Virginia",54538,54475
"12085","25","total","Virginia",114828,112999
"12086","25","male","Virginia",58947,58151
"12087","25","female","Virginia",55881,54848
"12088","26","total","Virginia",116861,114832
"12089","26","male","Virginia",59605,58593
"12090","26","female","Virginia",57256,56239
"12091","27","total","Virginia",117916,117003
"12092","27","male","Virginia",60034,59649
"12093","27","female","Virginia",57882,57354
"12094","28","total","Virginia",118736,117828
"12095","28","male","Virginia",60208,59941
"12096","28","female","Virginia",58528,57887
"12097","29","total","Virginia",120142,118868
"12098","29","male","Virginia",60732,60211
"12099","29","female","Virginia",59410,58657
"12100","30","total","Virginia",120697,120344
"12101","30","male","Virginia",60743,60649
"12102","30","female","Virginia",59954,59695
"12103","31","total","Virginia",118685,120829
"12104","31","male","Virginia",59602,60748
"12105","31","female","Virginia",59083,60081
"12106","32","total","Virginia",118229,119160
"12107","32","male","Virginia",59324,59804
"12108","32","female","Virginia",58905,59356
"12109","33","total","Virginia",118166,118554
"12110","33","male","Virginia",59403,59340
"12111","33","female","Virginia",58763,59214
"12112","34","total","Virginia",119504,118628
"12113","34","male","Virginia",60188,59509
"12114","34","female","Virginia",59316,59119
"12115","35","total","Virginia",119565,119667
"12116","35","male","Virginia",60126,60188
"12117","35","female","Virginia",59439,59479
"12118","36","total","Virginia",117469,119626
"12119","36","male","Virginia",59077,60064
"12120","36","female","Virginia",58392,59562
"12121","37","total","Virginia",120000,117652
"12122","37","male","Virginia",60512,59215
"12123","37","female","Virginia",59488,58437
"12124","38","total","Virginia",119557,119755
"12125","38","male","Virginia",60232,60389
"12126","38","female","Virginia",59325,59366
"12127","39","total","Virginia",117844,119180
"12128","39","male","Virginia",59344,60009
"12129","39","female","Virginia",58500,59171
"12130","40","total","Virginia",117182,117546
"12131","40","male","Virginia",58749,59078
"12132","40","female","Virginia",58433,58468
"12133","41","total","Virginia",112571,116832
"12134","41","male","Virginia",56268,58427
"12135","41","female","Virginia",56303,58405
"12136","42","total","Virginia",109790,112380
"12137","42","male","Virginia",54822,56163
"12138","42","female","Virginia",54968,56217
"12139","43","total","Virginia",108070,109576
"12140","43","male","Virginia",53674,54785
"12141","43","female","Virginia",54396,54791
"12142","44","total","Virginia",103989,107546
"12143","44","male","Virginia",51774,53391
"12144","44","female","Virginia",52215,54155
"12145","45","total","Virginia",105312,103406
"12146","45","male","Virginia",52628,51396
"12147","45","female","Virginia",52684,52010
"12148","46","total","Virginia",103935,104995
"12149","46","male","Virginia",52247,52492
"12150","46","female","Virginia",51688,52503
"12151","47","total","Virginia",105681,103012
"12152","47","male","Virginia",52733,51583
"12153","47","female","Virginia",52948,51429
"12154","48","total","Virginia",111432,105026
"12155","48","male","Virginia",55545,52343
"12156","48","female","Virginia",55887,52683
"12157","49","total","Virginia",117727,110800
"12158","49","male","Virginia",58784,55215
"12159","49","female","Virginia",58943,55585
"12160","50","total","Virginia",115455,116851
"12161","50","male","Virginia",57562,58266
"12162","50","female","Virginia",57893,58585
"12163","51","total","Virginia",111202,114567
"12164","51","male","Virginia",55188,57078
