"","age_gp","sex","region","july1_2020","july1_2021"
"2480","42","male","Florida",129205,131625
"2481","42","female","Florida",129801,131906
"2482","43","total","Florida",258569,261308
"2483","43","male","Florida",128420,130312
"2484","43","female","Florida",130149,130996
"2485","44","total","Florida",252055,261245
"2486","44","male","Florida",125276,129776
"2487","44","female","Florida",126779,131469
"2488","45","total","Florida",255299,254703
"2489","45","male","Florida",126699,126302
"2490","45","female","Florida",128600,128401
"2491","46","total","Florida",253109,257126
"2492","46","male","Florida",125309,127430
"2493","46","female","Florida",127800,129696
"2494","47","total","Florida",260259,255175
"2495","47","male","Florida",129199,126404
"2496","47","female","Florida",131060,128771
"2497","48","total","Florida",273789,262307
"2498","48","male","Florida",136162,130111
"2499","48","female","Florida",137627,132196
"2500","49","total","Florida",288453,275962
"2501","49","male","Florida",143692,136977
"2502","49","female","Florida",144761,138985
"2503","50","total","Florida",282751,290911
"2504","50","male","Florida",140866,144772
"2505","50","female","Florida",141885,146139
"2506","51","total","Florida",272079,284941
"2507","51","male","Florida",135365,141733
"2508","51","female","Florida",136714,143208
"2509","52","total","Florida",269682,274186
"2510","52","male","Florida",133811,136151
"2511","52","female","Florida",135871,138035
"2512","53","total","Florida",274120,271564
"2513","53","male","Florida",135167,134314
"2514","53","female","Florida",138953,137250
"2515","54","total","Florida",281252,275836
"2516","54","male","Florida",138424,135602
"2517","54","female","Florida",142828,140234
"2518","55","total","Florida",295032,283577
"2519","55","male","Florida",144383,139266
"2520","55","female","Florida",150649,144311
"2521","56","total","Florida",303357,297375
"2522","56","male","Florida",148308,145243
"2523","56","female","Florida",155049,152132
"2524","57","total","Florida",303030,305832
"2525","57","male","Florida",147878,149233
"2526","57","female","Florida",155152,156599
"2527","58","total","Florida",304021,305566
"2528","58","male","Florida",147849,148820
"2529","58","female","Florida",156172,156746
"2530","59","total","Florida",302422,306258
"2531","59","male","Florida",146449,148484
"2532","59","female","Florida",155973,157774
"2533","60","total","Florida",296576,304901
"2534","60","male","Florida",143109,147091
"2535","60","female","Florida",153467,157810
"2536","61","total","Florida",291379,299149
"2537","61","male","Florida",139353,143944
"2538","61","female","Florida",152026,155205
"2539","62","total","Florida",289987,293959
"2540","62","male","Florida",137951,140189
"2541","62","female","Florida",152036,153770
"2542","63","total","Florida",287911,292664
"2543","63","male","Florida",136368,139091
"2544","63","female","Florida",151543,153573
"2545","64","total","Florida",278519,290289
"2546","64","male","Florida",131035,137267
"2547","64","female","Florida",147484,153022
"2548","65","total","Florida",275829,280948
"2549","65","male","Florida",129055,132027
"2550","65","female","Florida",146774,148921
"2551","66","total","Florida",270858,277561
"2552","66","male","Florida",125919,129524
"2553","66","female","Florida",144939,148037
"2554","67","total","Florida",264075,271899
"2555","67","male","Florida",122436,126027
"2556","67","female","Florida",141639,145872
"2557","68","total","Florida",258626,264095
"2558","68","male","Florida",119870,122062
"2559","68","female","Florida",138756,142033
"2560","69","total","Florida",251738,258383
"2561","69","male","Florida",116512,119440
"2562","69","female","Florida",135226,138943
"2563","70","total","Florida",244570,250910
"2564","70","male","Florida",113258,116005
"2565","70","female","Florida",131312,134905
"2566","71","total","Florida",243412,243093
"2567","71","male","Florida",112746,112267
"2568","71","female","Florida",130666,130826
"2569","72","total","Florida",245016,241241
"2570","72","male","Florida",114306,111437
"2571","72","female","Florida",130710,129804
"2572","73","total","Florida",265223,241969
"2573","73","male","Florida",125155,112549
"2574","73","female","Florida",140068,129420
"2575","74","total","Florida",192867,261159
"2576","74","male","Florida",89387,123033
"2577","74","female","Florida",103480,138126
"2578","75","total","Florida",186258,189000
"2579","75","male","Florida",86094,87291
"2580","75","female","Florida",100164,101709
"2581","76","total","Florida",183723,182331
"2582","76","male","Florida",84753,84006
"2583","76","female","Florida",98970,98325
"2584","77","total","Florida",188222,178817
"2585","77","male","Florida",86862,82144
"2586","77","female","Florida",101360,96673
"2587","78","total","Florida",161440,182608
"2588","78","male","Florida",74229,83942
"2589","78","female","Florida",87211,98666
"2590","79","total","Florida",144685,155750
"2591","79","male","Florida",66141,71265
"2592","79","female","Florida",78544,84485
"2593","80","total","Florida",132500,138788
"2594","80","male","Florida",60030,63094
"2595","80","female","Florida",72470,75694
"2596","81","total","Florida",122781,125840
"2597","81","male","Florida",55581,56594
"2598","81","female","Florida",67200,69246
"2599","82","total","Florida",114373,116174
"2600","82","male","Florida",51332,52299
"2601","82","female","Florida",63041,63875
"2602","83","total","Florida",101600,107179
"2603","83","male","Florida",45269,47742
"2604","83","female","Florida",56331,59437
"2605","84","total","Florida",92600,94320
"2606","84","male","Florida",41087,41720
"2607","84","female","Florida",51513,52600
"2608","85+","total","Florida",532840,536321
"2609","85+","male","Florida",215283,219118
"2610","85+","female","Florida",317557,317203
"2611","Total","total","Georgia",10725800,10799566
"2612","Total","male","Georgia",5239375,5269761
"2613","Total","female","Georgia",5486425,5529805
"2614","0","total","Georgia",122774,120296
"2615","0","male","Georgia",62725,61339
"2616","0","female","Georgia",60049,58957
"2617","1","total","Georgia",125260,123890
"2618","1","male","Georgia",63974,63353
"2619","1","female","Georgia",61286,60537
"2620","2","total","Georgia",128799,126686
"2621","2","male","Georgia",65855,64771
"2622","2","female","Georgia",62944,61915
"2623","3","total","Georgia",131468,129979
"2624","3","male","Georgia",67033,66534
"2625","3","female","Georgia",64435,63445
"2626","4","total","Georgia",134862,132464
"2627","4","male","Georgia",68472,67512
"2628","4","female","Georgia",66390,64952
"2629","5","total","Georgia",136683,135958
"2630","5","male","Georgia",69363,69007
"2631","5","female","Georgia",67320,66951
"2632","6","total","Georgia",136177,137793
"2633","6","male","Georgia",69393,69827
"2634","6","female","Georgia",66784,67966
"2635","7","total","Georgia",136117,137228
"2636","7","male","Georgia",69137,69928
"2637","7","female","Georgia",66980,67300
"2638","8","total","Georgia",138121,137411
"2639","8","male","Georgia",70170,69755
"2640","8","female","Georgia",67951,67656
"2641","9","total","Georgia",140118,139117
"2642","9","male","Georgia",71532,70596
"2643","9","female","Georgia",68586,68521
"2644","10","total","Georgia",143592,141361
"2645","10","male","Georgia",73298,72176
"2646","10","female","Georgia",70294,69185
"2647","11","total","Georgia",148075,144649
"2648","11","male","Georgia",75726,73808
"2649","11","female","Georgia",72349,70841
"2650","12","total","Georgia",155050,149139
"2651","12","male","Georgia",79247,76329
"2652","12","female","Georgia",75803,72810
"2653","13","total","Georgia",155366,156282
"2654","13","male","Georgia",79355,79823
"2655","13","female","Georgia",76011,76459
"2656","14","total","Georgia",152750,156309
"2657","14","male","Georgia",77790,79690
"2658","14","female","Georgia",74960,76619
"2659","15","total","Georgia",150337,153418
"2660","15","male","Georgia",76435,78048
"2661","15","female","Georgia",73902,75370
"2662","16","total","Georgia",150497,151038
"2663","16","male","Georgia",76395,76666
"2664","16","female","Georgia",74102,74372
"2665","17","total","Georgia",148694,151284
"2666","17","male","Georgia",75465,76743
"2667","17","female","Georgia",73229,74541
"2668","18","total","Georgia",147518,148533
"2669","18","male","Georgia",75109,75625
"2670","18","female","Georgia",72409,72908
"2671","19","total","Georgia",150614,148625
"2672","19","male","Georgia",76664,75470
"2673","19","female","Georgia",73950,73155
"2674","20","total","Georgia",147977,148808
"2675","20","male","Georgia",75888,76004
"2676","20","female","Georgia",72089,72804
"2677","21","total","Georgia",143901,148569
"2678","21","male","Georgia",73232,75641
"2679","21","female","Georgia",70669,72928
"2680","22","total","Georgia",142681,144728
"2681","22","male","Georgia",72322,73456
"2682","22","female","Georgia",70359,71272
"2683","23","total","Georgia",141845,144486
"2684","23","male","Georgia",71307,72570
"2685","23","female","Georgia",70538,71916
"2686","24","total","Georgia",141369,142965
"2687","24","male","Georgia",71003,71745
"2688","24","female","Georgia",70366,71220
"2689","25","total","Georgia",143815,142578
"2690","25","male","Georgia",72074,71290
"2691","25","female","Georgia",71741,71288
"2692","26","total","Georgia",147111,145174
"2693","26","male","Georgia",73502,72561
"2694","26","female","Georgia",73609,72613
"2695","27","total","Georgia",149840,148174
"2696","27","male","Georgia",74894,73781
"2697","27","female","Georgia",74946,74393
"2698","28","total","Georgia",152753,151009
"2699","28","male","Georgia",76062,75141
"2700","28","female","Georgia",76691,75868
"2701","29","total","Georgia",154340,153740
"2702","29","male","Georgia",76306,76135
"2703","29","female","Georgia",78034,77605
"2704","30","total","Georgia",154394,155205
"2705","30","male","Georgia",75878,76371
"2706","30","female","Georgia",78516,78834
"2707","31","total","Georgia",149891,155642
"2708","31","male","Georgia",73546,76221
"2709","31","female","Georgia",76345,79421
"2710","32","total","Georgia",146116,150982
"2711","32","male","Georgia",71814,73893
"2712","32","female","Georgia",74302,77089
"2713","33","total","Georgia",143683,146912
"2714","33","male","Georgia",70591,71956
"2715","33","female","Georgia",73092,74956
"2716","34","total","Georgia",143734,144737
"2717","34","male","Georgia",70613,70850
"2718","34","female","Georgia",73121,73887
"2719","35","total","Georgia",144394,144493
"2720","35","male","Georgia",70826,70999
"2721","35","female","Georgia",73568,73494
"2722","36","total","Georgia",141635,145227
"2723","36","male","Georgia",69205,71070
"2724","36","female","Georgia",72430,74157
"2725","37","total","Georgia",144394,142148
"2726","37","male","Georgia",70366,69245
"2727","37","female","Georgia",74028,72903
"2728","38","total","Georgia",145029,145138
"2729","38","male","Georgia",70585,70547
"2730","38","female","Georgia",74444,74591
"2731","39","total","Georgia",144328,145504
"2732","39","male","Georgia",70202,70680
"2733","39","female","Georgia",74126,74824
"2734","40","total","Georgia",145403,144876
"2735","40","male","Georgia",70614,70208
"2736","40","female","Georgia",74789,74668
"2737","41","total","Georgia",140238,145799
"2738","41","male","Georgia",67839,70648
"2739","41","female","Georgia",72399,75151
"2740","42","total","Georgia",137492,140923
"2741","42","male","Georgia",66545,68169
"2742","42","female","Georgia",70947,72754
"2743","43","total","Georgia",136610,137737
"2744","43","male","Georgia",66126,66596
"2745","43","female","Georgia",70484,71141
"2746","44","total","Georgia",132366,136835
"2747","44","male","Georgia",64209,66136
"2748","44","female","Georgia",68157,70699
"2749","45","total","Georgia",135383,132439
"2750","45","male","Georgia",65386,64063
"2751","45","female","Georgia",69997,68376
"2752","46","total","Georgia",134348,135554
"2753","46","male","Georgia",64988,65474
"2754","46","female","Georgia",69360,70080
"2755","47","total","Georgia",138148,134219
"2756","47","male","Georgia",67076,64915
"2757","47","female","Georgia",71072,69304
"2758","48","total","Georgia",145323,138239
"2759","48","male","Georgia",71012,67087
"2760","48","female","Georgia",74311,71152
"2761","49","total","Georgia",153026,145323
"2762","49","male","Georgia",75299,71070
"2763","49","female","Georgia",77727,74253
"2764","50","total","Georgia",148322,152512
"2765","50","male","Georgia",73195,74818
"2766","50","female","Georgia",75127,77694
"2767","51","total","Georgia",140418,148072
"2768","51","male","Georgia",69245,72962
"2769","51","female","Georgia",71173,75110
"2770","52","total","Georgia",136761,140095
"2771","52","male","Georgia",67464,69015
"2772","52","female","Georgia",69297,71080
"2773","53","total","Georgia",136635,136076
"2774","53","male","Georgia",67204,66917
"2775","53","female","Georgia",69431,69159
"2776","54","total","Georgia",138572,135980
"2777","54","male","Georgia",67980,66747
"2778","54","female","Georgia",70592,69233
"2779","55","total","Georgia",142282,137641
"2780","55","male","Georgia",69482,67400
"2781","55","female","Georgia",72800,70241
"2782","56","total","Georgia",143311,141542
"2783","56","male","Georgia",70061,69026
"2784","56","female","Georgia",73250,72516
"2785","57","total","Georgia",141145,142317
"2786","57","male","Georgia",68619,69301
"2787","57","female","Georgia",72526,73016
"2788","58","total","Georgia",139712,140025
"2789","58","male","Georgia",67765,67866
"2790","58","female","Georgia",71947,72159
"2791","59","total","Georgia",137344,138334
"2792","59","male","Georgia",66487,66923
"2793","59","female","Georgia",70857,71411
"2794","60","total","Georgia",133023,135732
"2795","60","male","Georgia",64306,65404
"2796","60","female","Georgia",68717,70328
"2797","61","total","Georgia",129297,131685
"2798","61","male","Georgia",62194,63567
"2799","61","female","Georgia",67103,68118
"2800","62","total","Georgia",126588,127662
"2801","62","male","Georgia",60607,61077
"2802","62","female","Georgia",65981,66585
"2803","63","total","Georgia",124563,125074
"2804","63","male","Georgia",59283,59677
"2805","63","female","Georgia",65280,65397
"2806","64","total","Georgia",118509,123125
"2807","64","male","Georgia",55972,58402
"2808","64","female","Georgia",62537,64723
"2809","65","total","Georgia",114557,116699
"2810","65","male","Georgia",53712,54820
"2811","65","female","Georgia",60845,61879
"2812","66","total","Georgia",109883,113016
"2813","66","male","Georgia",51111,52731
"2814","66","female","Georgia",58772,60285
"2815","67","total","Georgia",104843,108271
"2816","67","male","Georgia",48428,50119
"2817","67","female","Georgia",56415,58152
"2818","68","total","Georgia",100702,102864
"2819","68","male","Georgia",46133,47174
"2820","68","female","Georgia",54569,55690
"2821","69","total","Georgia",96208,98887
"2822","69","male","Georgia",43662,44989
"2823","69","female","Georgia",52546,53898
"2824","70","total","Georgia",92323,94117
"2825","70","male","Georgia",41931,42455
"2826","70","female","Georgia",50392,51662
"2827","71","total","Georgia",90347,90351
"2828","71","male","Georgia",41117,40857
"2829","71","female","Georgia",49230,49494
"2830","72","total","Georgia",88646,87975
"2831","72","male","Georgia",40406,39716
"2832","72","female","Georgia",48240,48259
"2833","73","total","Georgia",92397,86263
"2834","73","male","Georgia",42448,39075
"2835","73","female","Georgia",49949,47188
"2836","74","total","Georgia",65247,89544
"2837","74","male","Georgia",29320,40833
"2838","74","female","Georgia",35927,48711
"2839","75","total","Georgia",62287,63142
"2840","75","male","Georgia",27869,28194
"2841","75","female","Georgia",34418,34948
"2842","76","total","Georgia",59728,60057
"2843","76","male","Georgia",26651,26651
"2844","76","female","Georgia",33077,33406
"2845","77","total","Georgia",59287,57287
"2846","77","male","Georgia",26344,25374
"2847","77","female","Georgia",32943,31913
"2848","78","total","Georgia",49893,56626
"2849","78","male","Georgia",21855,24889
"2850","78","female","Georgia",28038,31737
"2851","79","total","Georgia",44374,47446
"2852","79","male","Georgia",19282,20555
"2853","79","female","Georgia",25092,26891
"2854","80","total","Georgia",40313,41928
"2855","80","male","Georgia",17229,17957
"2856","80","female","Georgia",23084,23971
"2857","81","total","Georgia",36390,37916
"2858","81","male","Georgia",15359,16092
"2859","81","female","Georgia",21031,21824
"2860","82","total","Georgia",32899,33906
"2861","82","male","Georgia",13679,14082
"2862","82","female","Georgia",19220,19824
"2863","83","total","Georgia",28631,30390
"2864","83","male","Georgia",11827,12431
"2865","83","female","Georgia",16804,17959
"2866","84","total","Georgia",26106,26329
"2867","84","male","Georgia",10465,10718
"2868","84","female","Georgia",15641,15611
"2869","85+","total","Georgia",139818,141057
"2870","85+","male","Georgia",48235,49425
"2871","85+","female","Georgia",91583,91632
"2872","Total","total","Hawaii",1451911,1441553
"2873","Total","male","Hawaii",731305,725333
"2874","Total","female","Hawaii",720606,716220
"2875","0","total","Hawaii",16523,15810
"2876","0","male","Hawaii",8515,8136
"2877","0","female","Hawaii",8008,7674
"2878","1","total","Hawaii",16828,16204
"2879","1","male","Hawaii",8592,8352
"2880","1","female","Hawaii",8236,7852
"2881","2","total","Hawaii",17245,16495
"2882","2","male","Hawaii",8883,8410
"2883","2","female","Hawaii",8362,8085
"2884","3","total","Hawaii",17609,16909
"2885","3","male","Hawaii",9188,8691
"2886","3","female","Hawaii",8421,8218
"2887","4","total","Hawaii",17966,17367
"2888","4","male","Hawaii",9345,9109
"2889","4","female","Hawaii",8621,8258
"2890","5","total","Hawaii",18006,17636
"2891","5","male","Hawaii",9339,9179
"2892","5","female","Hawaii",8667,8457
"2893","6","total","Hawaii",18108,17712
"2894","6","male","Hawaii",9417,9183
"2895","6","female","Hawaii",8691,8529
"2896","7","total","Hawaii",18335,17881
"2897","7","male","Hawaii",9502,9314
"2898","7","female","Hawaii",8833,8567
"2899","8","total","Hawaii",18031,17966
"2900","8","male","Hawaii",9228,9304
"2901","8","female","Hawaii",8803,8662
"2902","9","total","Hawaii",17846,17740
"2903","9","male","Hawaii",9200,9096
"2904","9","female","Hawaii",8646,8644
"2905","10","total","Hawaii",17230,17578
"2906","10","male","Hawaii",8839,9076
"2907","10","female","Hawaii",8391,8502
"2908","11","total","Hawaii",16936,16972
"2909","11","male","Hawaii",8624,8706
"2910","11","female","Hawaii",8312,8266
"2911","12","total","Hawaii",17339,16664
"2912","12","male","Hawaii",8919,8471
"2913","12","female","Hawaii",8420,8193
"2914","13","total","Hawaii",16828,16994
"2915","13","male","Hawaii",8695,8700
"2916","13","female","Hawaii",8133,8294
"2917","14","total","Hawaii",16304,16537
"2918","14","male","Hawaii",8366,8532
"2919","14","female","Hawaii",7938,8005
"2920","15","total","Hawaii",16182,16032
"2921","15","male","Hawaii",8260,8209
"2922","15","female","Hawaii",7922,7823
"2923","16","total","Hawaii",16268,15890
"2924","16","male","Hawaii",8381,8137
"2925","16","female","Hawaii",7887,7753
"2926","17","total","Hawaii",15969,16012
"2927","17","male","Hawaii",8305,8230
"2928","17","female","Hawaii",7664,7782
"2929","18","total","Hawaii",15184,15449
"2930","18","male","Hawaii",7870,8106
"2931","18","female","Hawaii",7314,7343
"2932","19","total","Hawaii",15592,15065
"2933","19","male","Hawaii",8320,8093
"2934","19","female","Hawaii",7272,6972
"2935","20","total","Hawaii",16899,16796
"2936","20","male","Hawaii",9359,9279
"2937","20","female","Hawaii",7540,7517
"2938","21","total","Hawaii",17652,17496
"2939","21","male","Hawaii",9888,9813
"2940","21","female","Hawaii",7764,7683
"2941","22","total","Hawaii",17946,17715
"2942","22","male","Hawaii",9955,9846
"2943","22","female","Hawaii",7991,7869
"2944","23","total","Hawaii",18083,17719
"2945","23","male","Hawaii",9786,9596
"2946","23","female","Hawaii",8297,8123
"2947","24","total","Hawaii",18466,18026
"2948","24","male","Hawaii",9939,9653
"2949","24","female","Hawaii",8527,8373
"2950","25","total","Hawaii",18991,18114
"2951","25","male","Hawaii",10142,9667
"2952","25","female","Hawaii",8849,8447
"2953","26","total","Hawaii",19574,18532
"2954","26","male","Hawaii",10427,9800
"2955","26","female","Hawaii",9147,8732
"2956","27","total","Hawaii",19795,18888
"2957","27","male","Hawaii",10414,9922
"2958","27","female","Hawaii",9381,8966
"2959","28","total","Hawaii",20196,19169
"2960","28","male","Hawaii",10555,10091
"2961","28","female","Hawaii",9641,9078
"2962","29","total","Hawaii",20712,19732
"2963","29","male","Hawaii",10828,10309
"2964","29","female","Hawaii",9884,9423
"2965","30","total","Hawaii",20798,20571
"2966","30","male","Hawaii",10776,10762
"2967","30","female","Hawaii",10022,9809
"2968","31","total","Hawaii",20104,20289
"2969","31","male","Hawaii",10318,10416
"2970","31","female","Hawaii",9786,9873
"2971","32","total","Hawaii",19916,19781
"2972","32","male","Hawaii",10213,10116
"2973","32","female","Hawaii",9703,9665
"2974","33","total","Hawaii",20077,19678
"2975","33","male","Hawaii",10343,10040
"2976","33","female","Hawaii",9734,9638
"2977","34","total","Hawaii",20012,19700
"2978","34","male","Hawaii",10330,10039
"2979","34","female","Hawaii",9682,9661
"2980","35","total","Hawaii",20004,19860
"2981","35","male","Hawaii",10301,10241
"2982","35","female","Hawaii",9703,9619
"2983","36","total","Hawaii",19866,19745
"2984","36","male","Hawaii",10218,10152
"2985","36","female","Hawaii",9648,9593
"2986","37","total","Hawaii",20231,19693
"2987","37","male","Hawaii",10322,10072
"2988","37","female","Hawaii",9909,9621
"2989","38","total","Hawaii",20088,19925
"2990","38","male","Hawaii",10260,10167
"2991","38","female","Hawaii",9828,9758
"2992","39","total","Hawaii",19711,19936
"2993","39","male","Hawaii",10096,10188
"2994","39","female","Hawaii",9615,9748
"2995","40","total","Hawaii",19678,19385
"2996","40","male","Hawaii",10092,9863
"2997","40","female","Hawaii",9586,9522
"2998","41","total","Hawaii",18584,19259
"2999","41","male","Hawaii",9514,9813
"3000","41","female","Hawaii",9070,9446
"3001","42","total","Hawaii",17849,18294
"3002","42","male","Hawaii",9141,9354
"3003","42","female","Hawaii",8708,8940
"3004","43","total","Hawaii",17414,17565
"3005","43","male","Hawaii",8843,8955
"3006","43","female","Hawaii",8571,8610
"3007","44","total","Hawaii",16828,17254
"3008","44","male","Hawaii",8499,8753
"3009","44","female","Hawaii",8329,8501
"3010","45","total","Hawaii",16813,16676
"3011","45","male","Hawaii",8505,8437
"3012","45","female","Hawaii",8308,8239
"3013","46","total","Hawaii",16570,16695
"3014","46","male","Hawaii",8305,8405
"3015","46","female","Hawaii",8265,8290
"3016","47","total","Hawaii",16620,16384
"3017","47","male","Hawaii",8449,8220
"3018","47","female","Hawaii",8171,8164
"3019","48","total","Hawaii",17134,16400
"3020","48","male","Hawaii",8723,8330
"3021","48","female","Hawaii",8411,8070
"3022","49","total","Hawaii",18110,17004
"3023","49","male","Hawaii",9240,8646
"3024","49","female","Hawaii",8870,8358
"3025","50","total","Hawaii",18347,17868
"3026","50","male","Hawaii",9326,9097
"3027","50","female","Hawaii",9021,8771
"3028","51","total","Hawaii",17550,18151
"3029","51","male","Hawaii",8831,9224
"3030","51","female","Hawaii",8719,8927
"3031","52","total","Hawaii",17032,17292
"3032","52","male","Hawaii",8461,8679
"3033","52","female","Hawaii",8571,8613
"3034","53","total","Hawaii",16874,16873
"3035","53","male","Hawaii",8450,8358
"3036","53","female","Hawaii",8424,8515
"3037","54","total","Hawaii",17270,16716
"3038","54","male","Hawaii",8662,8360
"3039","54","female","Hawaii",8608,8356
"3040","55","total","Hawaii",17979,17132
"3041","55","male","Hawaii",8976,8578
"3042","55","female","Hawaii",9003,8554
"3043","56","total","Hawaii",18312,17751
"3044","56","male","Hawaii",9088,8850
"3045","56","female","Hawaii",9224,8901
"3046","57","total","Hawaii",18605,18066
"3047","57","male","Hawaii",9282,8962
"3048","57","female","Hawaii",9323,9104
"3049","58","total","Hawaii",18591,18392
"3050","58","male","Hawaii",9364,9149
"3051","58","female","Hawaii",9227,9243
"3052","59","total","Hawaii",18552,18332
"3053","59","male","Hawaii",9290,9206
"3054","59","female","Hawaii",9262,9126
"3055","60","total","Hawaii",19001,18329
"3056","60","male","Hawaii",9481,9168
"3057","60","female","Hawaii",9520,9161
"3058","61","total","Hawaii",18438,18687
"3059","61","male","Hawaii",9172,9300
"3060","61","female","Hawaii",9266,9387
"3061","62","total","Hawaii",18509,18201
"3062","62","male","Hawaii",9143,9029
"3063","62","female","Hawaii",9366,9172
"3064","63","total","Hawaii",18340,18173
"3065","63","male","Hawaii",9021,8949
"3066","63","female","Hawaii",9319,9224
"3067","64","total","Hawaii",18096,18092
"3068","64","male","Hawaii",8807,8901
"3069","64","female","Hawaii",9289,9191
"3070","65","total","Hawaii",17940,17745
"3071","65","male","Hawaii",8762,8580
"3072","65","female","Hawaii",9178,9165
"3073","66","total","Hawaii",17614,17672
"3074","66","male","Hawaii",8605,8605
"3075","66","female","Hawaii",9009,9067
"3076","67","total","Hawaii",17419,17346
"3077","67","male","Hawaii",8485,8452
"3078","67","female","Hawaii",8934,8894
"3079","68","total","Hawaii",16825,17188
"3080","68","male","Hawaii",8199,8325
"3081","68","female","Hawaii",8626,8863
"3082","69","total","Hawaii",15986,16520
"3083","69","male","Hawaii",7717,8012
"3084","69","female","Hawaii",8269,8508
"3085","70","total","Hawaii",16140,15769
"3086","70","male","Hawaii",7830,7555
"3087","70","female","Hawaii",8310,8214
"3088","71","total","Hawaii",15490,15786
"3089","71","male","Hawaii",7492,7618
"3090","71","female","Hawaii",7998,8168
"3091","72","total","Hawaii",15007,15199
"3092","72","male","Hawaii",7271,7315
"3093","72","female","Hawaii",7736,7884
"3094","73","total","Hawaii",15038,14666
"3095","73","male","Hawaii",7348,7063
"3096","73","female","Hawaii",7690,7603
"3097","74","total","Hawaii",11631,14731
"3098","74","male","Hawaii",5571,7161
"3099","74","female","Hawaii",6060,7570
"3100","75","total","Hawaii",11242,11332
"3101","75","male","Hawaii",5302,5398
"3102","75","female","Hawaii",5940,5934
"3103","76","total","Hawaii",10675,10919
"3104","76","male","Hawaii",5031,5114
"3105","76","female","Hawaii",5644,5805
"3106","77","total","Hawaii",9687,10388
"3107","77","male","Hawaii",4566,4859
"3108","77","female","Hawaii",5121,5529
"3109","78","total","Hawaii",8474,9372
"3110","78","male","Hawaii",3932,4388
"3111","78","female","Hawaii",4542,4984
"3112","79","total","Hawaii",7640,8167
"3113","79","male","Hawaii",3505,3760
"3114","79","female","Hawaii",4135,4407
"3115","80","total","Hawaii",7026,7338
"3116","80","male","Hawaii",3151,3324
"3117","80","female","Hawaii",3875,4014
"3118","81","total","Hawaii",6303,6744
"3119","81","male","Hawaii",2787,2989
"3120","81","female","Hawaii",3516,3755
"3121","82","total","Hawaii",5876,5997
"3122","82","male","Hawaii",2535,2612
"3123","82","female","Hawaii",3341,3385
"3124","83","total","Hawaii",5352,5606
"3125","83","male","Hawaii",2257,2388
"3126","83","female","Hawaii",3095,3218
"3127","84","total","Hawaii",4966,5003
"3128","84","male","Hawaii",2020,2092
"3129","84","female","Hawaii",2946,2911
"3130","85+","total","Hawaii",39034,38816
"3131","85+","male","Hawaii",14016,13934
"3132","85+","female","Hawaii",25018,24882
"3133","Total","total","Idaho",1847772,1900923
"3134","Total","male","Idaho",931609,958616
"3135","Total","female","Idaho",916163,942307
"3136","0","total","Idaho",21799,21203
"3137","0","male","Idaho",11187,10826
"3138","0","female","Idaho",10612,10377
"3139","1","total","Idaho",21880,22603
"3140","1","male","Idaho",11249,11642
"3141","1","female","Idaho",10631,10961
"3142","2","total","Idaho",22632,22691
"3143","2","male","Idaho",11645,11655
"3144","2","female","Idaho",10987,11036
"3145","3","total","Idaho",23643,23400
"3146","3","male","Idaho",12144,12019
"3147","3","female","Idaho",11499,11381
"3148","4","total","Idaho",24768,24427
"3149","4","male","Idaho",12658,12499
"3150","4","female","Idaho",12110,11928
"3151","5","total","Idaho",25196,25644
"3152","5","male","Idaho",12890,13099
"3153","5","female","Idaho",12306,12545
"3154","6","total","Idaho",25061,26073
"3155","6","male","Idaho",12864,13326
"3156","6","female","Idaho",12197,12747
"3157","7","total","Idaho",25136,25818
"3158","7","male","Idaho",12805,13250
"3159","7","female","Idaho",12331,12568
"3160","8","total","Idaho",25171,25918
"3161","8","male","Idaho",12847,13168
"3162","8","female","Idaho",12324,12750
"3163","9","total","Idaho",25694,25976
"3164","9","male","Idaho",13136,13249
"3165","9","female","Idaho",12558,12727
"3166","10","total","Idaho",26654,26428
"3167","10","male","Idaho",13628,13494
"3168","10","female","Idaho",13026,12934
"3169","11","total","Idaho",27446,27410
"3170","11","male","Idaho",14069,13967
"3171","11","female","Idaho",13377,13443
"3172","12","total","Idaho",28590,28196
"3173","12","male","Idaho",14728,14508
"3174","12","female","Idaho",13862,13688
"3175","13","total","Idaho",28613,29266
"3176","13","male","Idaho",14748,15063
"3177","13","female","Idaho",13865,14203
"3178","14","total","Idaho",27987,29219
"3179","14","male","Idaho",14371,15068
"3180","14","female","Idaho",13616,14151
"3181","15","total","Idaho",27686,28601
"3182","15","male","Idaho",14207,14697
"3183","15","female","Idaho",13479,13904
"3184","16","total","Idaho",27599,28096
"3185","16","male","Idaho",14178,14439
"3186","16","female","Idaho",13421,13657
"3187","17","total","Idaho",26834,28057
"3188","17","male","Idaho",13779,14460
"3189","17","female","Idaho",13055,13597
"3190","18","total","Idaho",24977,25820
"3191","18","male","Idaho",12865,13347
"3192","18","female","Idaho",12112,12473
"3193","19","total","Idaho",23944,23963
"3194","19","male","Idaho",11887,11994
"3195","19","female","Idaho",12057,11969
"3196","20","total","Idaho",23121,23826
"3197","20","male","Idaho",11594,11916
"3198","20","female","Idaho",11527,11910
"3199","21","total","Idaho",23466,24343
"3200","21","male","Idaho",12326,12670
"3201","21","female","Idaho",11140,11673
"3202","22","total","Idaho",24394,25329
"3203","22","male","Idaho",13015,13493
"3204","22","female","Idaho",11379,11836
"3205","23","total","Idaho",24423,25188
"3206","23","male","Idaho",12819,13257
