"sex","region","daily","monthly","date","time_of_day","time_info"
"M","Virginia",53670,60000,2021-01-30,"16:10:47",2021-01-30 16:10:47
"M","West Virginia",10319,11000,2021-01-30,"16:10:47",2021-01-30 16:10:47
"M","Washington",36343,42000,2021-01-30,"16:10:47",2021-01-30 16:10:47
"M","Washington D. C.",7598,9600,2021-01-30,"16:10:47",2021-01-30 16:10:47
"M","Wisconsin",26144,29000,2021-01-30,"16:10:47",2021-01-30 16:10:47
"M","Wyoming",5874,6500,2021-01-30,"16:10:47",2021-01-30 16:10:47
"M","Canada",170129,190000,2021-01-30,"16:10:47",2021-01-30 16:10:47
"M","United States",1519059,1700000,2021-01-30,"16:10:47",2021-01-30 16:10:47
"F","Alberta",26639,29000,2021-01-30,"16:10:47",2021-01-30 16:10:47
"F","British Columbia",28419,32000,2021-01-30,"16:10:47",2021-01-30 16:10:47
"F","Manitoba",6580,6800,2021-01-30,"16:10:47",2021-01-30 16:10:47
"F","New Brunswick",4665,4900,2021-01-30,"16:10:47",2021-01-30 16:10:47
"F","Newfoundland and Labrador",5198,5500,2021-01-30,"16:10:47",2021-01-30 16:10:47
"F","Northwest Territories",873,1000,2021-01-30,"16:10:47",2021-01-30 16:10:47
"F","Nova Scotia",6869,7300,2021-01-30,"16:10:47",2021-01-30 16:10:47
"F","Nunavut",996,1000,2021-01-30,"16:10:47",2021-01-30 16:10:47
"F","Ontario",55639,61000,2021-01-30,"16:10:47",2021-01-30 16:10:47
"F","Prince Edward Island",1020,1100,2021-01-30,"16:10:47",2021-01-30 16:10:47
"F","Quebec",30811,34000,2021-01-30,"16:10:47",2021-01-30 16:10:47
"F","Saskatchewan",8441,9100,2021-01-30,"16:10:47",2021-01-30 16:10:47
"F","Yukon",994,1000,2021-01-30,"16:10:47",2021-01-30 16:10:47
"F","Alabama",35192,38000,2021-01-30,"16:10:47",2021-01-30 16:10:47
"F","Alaska",5657,6100,2021-01-30,"16:10:47",2021-01-30 16:10:47
"F","Arizona",56895,63000,2021-01-30,"16:10:47",2021-01-30 16:10:47
"F","Arkansas",21641,24000,2021-01-30,"16:10:47",2021-01-30 16:10:47
"F","California",159542,180000,2021-01-30,"16:10:47",2021-01-30 16:10:47
"F","Colorado",39339,43000,2021-01-30,"16:10:47",2021-01-30 16:10:47
"F","Connecticut",14147,16000,2021-01-30,"16:10:47",2021-01-30 16:10:47
"F","Delaware",7313,8400,2021-01-30,"16:10:47",2021-01-30 16:10:47
"F","Florida",186099,210000,2021-01-30,"16:10:47",2021-01-30 16:10:47
"F","Georgia",88563,1e+05,2021-01-30,"16:10:47",2021-01-30 16:10:47
"F","Hawaii",8702,10000,2021-01-30,"16:10:47",2021-01-30 16:10:47
"F","Idaho",14170,16000,2021-01-30,"16:10:47",2021-01-30 16:10:47
"F","Illinois",62170,68000,2021-01-30,"16:10:47",2021-01-30 16:10:47
"F","Indiana",37591,41000,2021-01-30,"16:10:47",2021-01-30 16:10:47
"F","Iowa",20185,22000,2021-01-30,"16:10:47",2021-01-30 16:10:47
"F","Kansas",21048,22000,2021-01-30,"16:10:47",2021-01-30 16:10:47
"F","Kentucky",26241,28000,2021-01-30,"16:10:47",2021-01-30 16:10:47
"F","Louisiana",28885,31000,2021-01-30,"16:10:47",2021-01-30 16:10:47
"F","Maine",7873,8600,2021-01-30,"16:10:47",2021-01-30 16:10:47
"F","Maryland",36176,40000,2021-01-30,"16:10:47",2021-01-30 16:10:47
"F","Massachusetts",30348,34000,2021-01-30,"16:10:47",2021-01-30 16:10:47
"F","Michigan",54950,59000,2021-01-30,"16:10:47",2021-01-30 16:10:47
"F","Minnesota",32268,35000,2021-01-30,"16:10:47",2021-01-30 16:10:47
"F","Mississippi",20842,23000,2021-01-30,"16:10:47",2021-01-30 16:10:47
"F","Missouri",39849,45000,2021-01-30,"16:10:47",2021-01-30 16:10:47
"F","Montana",9045,9900,2021-01-30,"16:10:47",2021-01-30 16:10:47
"F","Nebraska",13273,14000,2021-01-30,"16:10:47",2021-01-30 16:10:47
"F","Nevada",28148,32000,2021-01-30,"16:10:47",2021-01-30 16:10:47
"F","New Hampshire",8241,8800,2021-01-30,"16:10:47",2021-01-30 16:10:47
"F","New Jersey",37787,42000,2021-01-30,"16:10:47",2021-01-30 16:10:47
"F","New Mexico",17576,19000,2021-01-30,"16:10:47",2021-01-30 16:10:47
"F","New York",73674,82000,2021-01-30,"16:10:47",2021-01-30 16:10:47
"F","North Carolina",75908,86000,2021-01-30,"16:10:47",2021-01-30 16:10:47
"F","North Dakota",7427,7900,2021-01-30,"16:10:47",2021-01-30 16:10:47
"F","Ohio",56387,62000,2021-01-30,"16:10:47",2021-01-30 16:10:47
"F","Oklahoma",24402,27000,2021-01-30,"16:10:47",2021-01-30 16:10:47
"F","Oregon",25731,28000,2021-01-30,"16:10:47",2021-01-30 16:10:47
"F","Pennsylvania",59505,65000,2021-01-30,"16:10:47",2021-01-30 16:10:47
"F","Rhode Island",5386,6000,2021-01-30,"16:10:47",2021-01-30 16:10:47
"F","South Carolina",44818,50000,2021-01-30,"16:10:47",2021-01-30 16:10:47
"F","South Dakota",7694,7900,2021-01-30,"16:10:47",2021-01-30 16:10:47
"F","Tennessee",50994,57000,2021-01-30,"16:10:47",2021-01-30 16:10:47
"F","Texas",201498,220000,2021-01-30,"16:10:47",2021-01-30 16:10:47
"F","Utah",19745,22000,2021-01-30,"16:10:47",2021-01-30 16:10:47
"F","Vermont",4657,4800,2021-01-30,"16:10:47",2021-01-30 16:10:47
"F","Virginia",61276,67000,2021-01-30,"16:10:47",2021-01-30 16:10:47
"F","West Virginia",11767,13000,2021-01-30,"16:10:47",2021-01-30 16:10:47
"F","Washington",45099,50000,2021-01-30,"16:10:47",2021-01-30 16:10:47
"F","Washington D. C.",8166,9700,2021-01-30,"16:10:47",2021-01-30 16:10:47
"F","Wisconsin",30963,34000,2021-01-30,"16:10:47",2021-01-30 16:10:47
"F","Wyoming",5539,6200,2021-01-30,"16:10:47",2021-01-30 16:10:47
"F","Canada",173687,190000,2021-01-30,"16:10:47",2021-01-30 16:10:47
"F","United States",1727390,1900000,2021-01-30,"16:10:47",2021-01-30 16:10:47
"M","Alberta",29107,32000,2021-01-31,"18:43:34",2021-01-31 18:43:34
"M","British Columbia",26865,31000,2021-01-31,"18:43:34",2021-01-31 18:43:34
"M","Manitoba",6576,7100,2021-01-31,"18:43:34",2021-01-31 18:43:34
"M","New Brunswick",4245,4600,2021-01-31,"18:43:34",2021-01-31 18:43:34
"M","Newfoundland and Labrador",4501,4600,2021-01-31,"18:43:34",2021-01-31 18:43:34
"M","Northwest Territories",873,1000,2021-01-31,"18:43:34",2021-01-31 18:43:34
"M","Nova Scotia",5854,6200,2021-01-31,"18:43:34",2021-01-31 18:43:34
"M","Nunavut",997,1000,2021-01-31,"18:43:34",2021-01-31 18:43:34
"M","Ontario",48739,56000,2021-01-31,"18:43:34",2021-01-31 18:43:34
"M","Prince Edward Island",998,1000,2021-01-31,"18:43:34",2021-01-31 18:43:34
"M","Quebec",35239,38000,2021-01-31,"18:43:34",2021-01-31 18:43:34
"M","Saskatchewan",8304,8800,2021-01-31,"18:43:34",2021-01-31 18:43:34
"M","Yukon",0,1000,2021-01-31,"18:43:34",2021-01-31 18:43:34
"M","Alabama",30243,34000,2021-01-31,"18:43:34",2021-01-31 18:43:34
"M","Alaska",5212,6000,2021-01-31,"18:43:34",2021-01-31 18:43:34
"M","Arizona",44796,51000,2021-01-31,"18:43:34",2021-01-31 18:43:34
"M","Arkansas",20147,22000,2021-01-31,"18:43:34",2021-01-31 18:43:34
"M","California",133145,160000,2021-01-31,"18:43:34",2021-01-31 18:43:34
"M","Colorado",35433,39000,2021-01-31,"18:43:34",2021-01-31 18:43:34
"M","Connecticut",11990,13000,2021-01-31,"18:43:34",2021-01-31 18:43:34
"M","Delaware",6168,6600,2021-01-31,"18:43:34",2021-01-31 18:43:34
"M","Florida",149035,170000,2021-01-31,"18:43:34",2021-01-31 18:43:34
"M","Georgia",79519,89000,2021-01-31,"18:43:34",2021-01-31 18:43:34
"M","Hawaii",8031,9400,2021-01-31,"18:43:34",2021-01-31 18:43:34
"M","Idaho",11489,14000,2021-01-31,"18:43:34",2021-01-31 18:43:34
"M","Illinois",53022,60000,2021-01-31,"18:43:34",2021-01-31 18:43:34
"M","Indiana",33391,37000,2021-01-31,"18:43:34",2021-01-31 18:43:34
"M","Iowa",17998,20000,2021-01-31,"18:43:34",2021-01-31 18:43:34
"M","Kansas",19637,22000,2021-01-31,"18:43:34",2021-01-31 18:43:34
"M","Kentucky",22017,25000,2021-01-31,"18:43:34",2021-01-31 18:43:34
"M","Louisiana",28848,33000,2021-01-31,"18:43:34",2021-01-31 18:43:34
"M","Maine",5954,6700,2021-01-31,"18:43:34",2021-01-31 18:43:34
"M","Maryland",30697,34000,2021-01-31,"18:43:34",2021-01-31 18:43:34
"M","Massachusetts",21588,26000,2021-01-31,"18:43:34",2021-01-31 18:43:34
"M","Michigan",43999,48000,2021-01-31,"18:43:34",2021-01-31 18:43:34
"M","Minnesota",28311,31000,2021-01-31,"18:43:34",2021-01-31 18:43:34
"M","Mississippi",19318,22000,2021-01-31,"18:43:34",2021-01-31 18:43:34
"M","Missouri",37080,40000,2021-01-31,"18:43:34",2021-01-31 18:43:34
"M","Montana",7735,8400,2021-01-31,"18:43:34",2021-01-31 18:43:34
"M","Nebraska",11399,13000,2021-01-31,"18:43:34",2021-01-31 18:43:34
"M","Nevada",24352,28000,2021-01-31,"18:43:34",2021-01-31 18:43:34
"M","New Hampshire",6376,7000,2021-01-31,"18:43:34",2021-01-31 18:43:34
"M","New Jersey",31569,36000,2021-01-31,"18:43:34",2021-01-31 18:43:34
"M","New Mexico",16763,19000,2021-01-31,"18:43:34",2021-01-31 18:43:34
"M","New York",60032,69000,2021-01-31,"18:43:34",2021-01-31 18:43:34
"M","North Carolina",64318,72000,2021-01-31,"18:43:34",2021-01-31 18:43:34
"M","North Dakota",7305,7800,2021-01-31,"18:43:34",2021-01-31 18:43:34
"M","Ohio",47342,53000,2021-01-31,"18:43:34",2021-01-31 18:43:34
"M","Oklahoma",21758,25000,2021-01-31,"18:43:34",2021-01-31 18:43:34
"M","Oregon",19588,22000,2021-01-31,"18:43:34",2021-01-31 18:43:34
"M","Pennsylvania",49402,55000,2021-01-31,"18:43:34",2021-01-31 18:43:34
"M","Rhode Island",4164,4700,2021-01-31,"18:43:34",2021-01-31 18:43:34
"M","South Carolina",36998,41000,2021-01-31,"18:43:34",2021-01-31 18:43:34
"M","South Dakota",6719,7300,2021-01-31,"18:43:34",2021-01-31 18:43:34
"M","Tennessee",43445,49000,2021-01-31,"18:43:34",2021-01-31 18:43:34
"M","Texas",196004,220000,2021-01-31,"18:43:34",2021-01-31 18:43:34
"M","Utah",19392,22000,2021-01-31,"18:43:34",2021-01-31 18:43:34
"M","Vermont",3482,3800,2021-01-31,"18:43:34",2021-01-31 18:43:34
"M","Virginia",54267,60000,2021-01-31,"18:43:34",2021-01-31 18:43:34
"M","West Virginia",9971,11000,2021-01-31,"18:43:34",2021-01-31 18:43:34
"M","Washington",36854,42000,2021-01-31,"18:43:34",2021-01-31 18:43:34
"M","Washington D. C.",8579,9700,2021-01-31,"18:43:34",2021-01-31 18:43:34
"M","Wisconsin",26330,29000,2021-01-31,"18:43:34",2021-01-31 18:43:34
"M","Wyoming",5941,6400,2021-01-31,"18:43:34",2021-01-31 18:43:34
"M","Canada",170588,190000,2021-01-31,"18:43:34",2021-01-31 18:43:34
"M","United States",1508997,1700000,2021-01-31,"18:43:34",2021-01-31 18:43:34
"F","Alberta",25495,29000,2021-01-31,"18:43:34",2021-01-31 18:43:34
"F","British Columbia",28971,32000,2021-01-31,"18:43:34",2021-01-31 18:43:34
"F","Manitoba",5978,6800,2021-01-31,"18:43:34",2021-01-31 18:43:34
"F","New Brunswick",4453,4900,2021-01-31,"18:43:34",2021-01-31 18:43:34
"F","Newfoundland and Labrador",5206,5400,2021-01-31,"18:43:34",2021-01-31 18:43:34
"F","Northwest Territories",998,1000,2021-01-31,"18:43:34",2021-01-31 18:43:34
"F","Nova Scotia",6972,7300,2021-01-31,"18:43:34",2021-01-31 18:43:34
"F","Nunavut",996,1000,2021-01-31,"18:43:34",2021-01-31 18:43:34
"F","Ontario",54982,60000,2021-01-31,"18:43:34",2021-01-31 18:43:34
"F","Prince Edward Island",1020,1100,2021-01-31,"18:43:34",2021-01-31 18:43:34
"F","Quebec",30983,34000,2021-01-31,"18:43:34",2021-01-31 18:43:34
"F","Saskatchewan",8436,9000,2021-01-31,"18:43:34",2021-01-31 18:43:34
"F","Yukon",996,1000,2021-01-31,"18:43:34",2021-01-31 18:43:34
"F","Alabama",34584,38000,2021-01-31,"18:43:34",2021-01-31 18:43:34
"F","Alaska",5527,6100,2021-01-31,"18:43:34",2021-01-31 18:43:34
"F","Arizona",56855,63000,2021-01-31,"18:43:34",2021-01-31 18:43:34
"F","Arkansas",21478,24000,2021-01-31,"18:43:34",2021-01-31 18:43:34
"F","California",155731,180000,2021-01-31,"18:43:34",2021-01-31 18:43:34
"F","Colorado",39154,43000,2021-01-31,"18:43:34",2021-01-31 18:43:34
"F","Connecticut",13831,16000,2021-01-31,"18:43:34",2021-01-31 18:43:34
"F","Delaware",7544,8400,2021-01-31,"18:43:34",2021-01-31 18:43:34
"F","Florida",186946,210000,2021-01-31,"18:43:34",2021-01-31 18:43:34
"F","Georgia",89049,1e+05,2021-01-31,"18:43:34",2021-01-31 18:43:34
"F","Hawaii",9244,10000,2021-01-31,"18:43:34",2021-01-31 18:43:34
"F","Idaho",13443,16000,2021-01-31,"18:43:34",2021-01-31 18:43:34
"F","Illinois",63018,68000,2021-01-31,"18:43:34",2021-01-31 18:43:34
"F","Indiana",37696,41000,2021-01-31,"18:43:34",2021-01-31 18:43:34
"F","Iowa",19221,21000,2021-01-31,"18:43:34",2021-01-31 18:43:34
"F","Kansas",19873,22000,2021-01-31,"18:43:34",2021-01-31 18:43:34
"F","Kentucky",26234,28000,2021-01-31,"18:43:34",2021-01-31 18:43:34
"F","Louisiana",29017,31000,2021-01-31,"18:43:34",2021-01-31 18:43:34
"F","Maine",8046,8700,2021-01-31,"18:43:34",2021-01-31 18:43:34
"F","Maryland",35598,40000,2021-01-31,"18:43:34",2021-01-31 18:43:34
"F","Massachusetts",30629,34000,2021-01-31,"18:43:34",2021-01-31 18:43:34
"F","Michigan",54335,59000,2021-01-31,"18:43:34",2021-01-31 18:43:34
"F","Minnesota",31671,35000,2021-01-31,"18:43:34",2021-01-31 18:43:34
"F","Mississippi",20272,23000,2021-01-31,"18:43:34",2021-01-31 18:43:34
"F","Missouri",40867,45000,2021-01-31,"18:43:34",2021-01-31 18:43:34
"F","Montana",8908,9800,2021-01-31,"18:43:34",2021-01-31 18:43:34
"F","Nebraska",13163,14000,2021-01-31,"18:43:34",2021-01-31 18:43:34
"F","Nevada",28031,32000,2021-01-31,"18:43:34",2021-01-31 18:43:34
"F","New Hampshire",7821,8800,2021-01-31,"18:43:34",2021-01-31 18:43:34
"F","New Jersey",38086,42000,2021-01-31,"18:43:34",2021-01-31 18:43:34
"F","New Mexico",16704,18000,2021-01-31,"18:43:34",2021-01-31 18:43:34
"F","New York",71420,81000,2021-01-31,"18:43:34",2021-01-31 18:43:34
"F","North Carolina",77282,86000,2021-01-31,"18:43:34",2021-01-31 18:43:34
"F","North Dakota",7673,7900,2021-01-31,"18:43:34",2021-01-31 18:43:34
"F","Ohio",56174,61000,2021-01-31,"18:43:34",2021-01-31 18:43:34
"F","Oklahoma",23810,27000,2021-01-31,"18:43:34",2021-01-31 18:43:34
"F","Oregon",24802,28000,2021-01-31,"18:43:34",2021-01-31 18:43:34
"F","Pennsylvania",59203,65000,2021-01-31,"18:43:34",2021-01-31 18:43:34
"F","Rhode Island",5748,6000,2021-01-31,"18:43:34",2021-01-31 18:43:34
"F","South Carolina",43898,50000,2021-01-31,"18:43:34",2021-01-31 18:43:34
"F","South Dakota",7334,7900,2021-01-31,"18:43:34",2021-01-31 18:43:34
"F","Tennessee",50242,56000,2021-01-31,"18:43:34",2021-01-31 18:43:34
"F","Texas",201191,220000,2021-01-31,"18:43:34",2021-01-31 18:43:34
"F","Utah",20076,22000,2021-01-31,"18:43:34",2021-01-31 18:43:34
"F","Vermont",4396,4900,2021-01-31,"18:43:34",2021-01-31 18:43:34
"F","Virginia",59772,67000,2021-01-31,"18:43:34",2021-01-31 18:43:34
"F","West Virginia",11373,13000,2021-01-31,"18:43:34",2021-01-31 18:43:34
"F","Washington",44928,50000,2021-01-31,"18:43:34",2021-01-31 18:43:34
"F","Washington D. C.",8117,9800,2021-01-31,"18:43:34",2021-01-31 18:43:34
"F","Wisconsin",30952,34000,2021-01-31,"18:43:34",2021-01-31 18:43:34
"F","Wyoming",5775,6200,2021-01-31,"18:43:34",2021-01-31 18:43:34
"F","Canada",173121,190000,2021-01-31,"18:43:34",2021-01-31 18:43:34
"F","United States",1719323,1900000,2021-01-31,"18:43:34",2021-01-31 18:43:34
"M","Alberta",28721,32000,2021-02-01,"14:22:48",2021-02-01 14:22:48
"M","British Columbia",27795,31000,2021-02-01,"14:22:48",2021-02-01 14:22:48
"M","Manitoba",6263,7100,2021-02-01,"14:22:48",2021-02-01 14:22:48
"M","New Brunswick",3979,4600,2021-02-01,"14:22:48",2021-02-01 14:22:48
"M","Newfoundland and Labrador",4598,4600,2021-02-01,"14:22:48",2021-02-01 14:22:48
"M","Northwest Territories",873,1000,2021-02-01,"14:22:48",2021-02-01 14:22:48
"M","Nova Scotia",5624,6200,2021-02-01,"14:22:48",2021-02-01 14:22:48
"M","Nunavut",997,1000,2021-02-01,"14:22:48",2021-02-01 14:22:48
"M","Ontario",48636,56000,2021-02-01,"14:22:48",2021-02-01 14:22:48
"M","Prince Edward Island",873,1000,2021-02-01,"14:22:48",2021-02-01 14:22:48
"M","Quebec",34496,38000,2021-02-01,"14:22:48",2021-02-01 14:22:48
"M","Saskatchewan",8106,8800,2021-02-01,"14:22:48",2021-02-01 14:22:48
"M","Yukon",0,1000,2021-02-01,"14:22:48",2021-02-01 14:22:48
"M","Alabama",29939,34000,2021-02-01,"14:22:48",2021-02-01 14:22:48
"M","Alaska",5212,6000,2021-02-01,"14:22:48",2021-02-01 14:22:48
"M","Arizona",45600,51000,2021-02-01,"14:22:48",2021-02-01 14:22:48
"M","Arkansas",20365,22000,2021-02-01,"14:22:48",2021-02-01 14:22:48
"M","California",134370,160000,2021-02-01,"14:22:48",2021-02-01 14:22:48
"M","Colorado",35098,39000,2021-02-01,"14:22:48",2021-02-01 14:22:48
"M","Connecticut",11654,13000,2021-02-01,"14:22:48",2021-02-01 14:22:48
"M","Delaware",6311,6600,2021-02-01,"14:22:48",2021-02-01 14:22:48
"M","Florida",149453,170000,2021-02-01,"14:22:48",2021-02-01 14:22:48
"M","Georgia",78782,89000,2021-02-01,"14:22:48",2021-02-01 14:22:48
"M","Hawaii",8715,9500,2021-02-01,"14:22:48",2021-02-01 14:22:48
"M","Idaho",12017,14000,2021-02-01,"14:22:48",2021-02-01 14:22:48
"M","Illinois",52905,60000,2021-02-01,"14:22:48",2021-02-01 14:22:48
"M","Indiana",33508,37000,2021-02-01,"14:22:48",2021-02-01 14:22:48
"M","Iowa",17248,20000,2021-02-01,"14:22:48",2021-02-01 14:22:48
"M","Kansas",19264,22000,2021-02-01,"14:22:48",2021-02-01 14:22:48
"M","Kentucky",21329,25000,2021-02-01,"14:22:48",2021-02-01 14:22:48
"M","Louisiana",29263,33000,2021-02-01,"14:22:48",2021-02-01 14:22:48
"M","Maine",6326,6700,2021-02-01,"14:22:48",2021-02-01 14:22:48
"M","Maryland",30587,34000,2021-02-01,"14:22:48",2021-02-01 14:22:48
"M","Massachusetts",21936,26000,2021-02-01,"14:22:48",2021-02-01 14:22:48
"M","Michigan",44399,48000,2021-02-01,"14:22:48",2021-02-01 14:22:48
"M","Minnesota",28311,31000,2021-02-01,"14:22:48",2021-02-01 14:22:48
"M","Mississippi",19877,22000,2021-02-01,"14:22:48",2021-02-01 14:22:48
"M","Missouri",36539,40000,2021-02-01,"14:22:48",2021-02-01 14:22:48
"M","Montana",7625,8400,2021-02-01,"14:22:48",2021-02-01 14:22:48
"M","Nebraska",11599,13000,2021-02-01,"14:22:48",2021-02-01 14:22:48
"M","Nevada",24091,28000,2021-02-01,"14:22:48",2021-02-01 14:22:48
"M","New Hampshire",6220,7000,2021-02-01,"14:22:48",2021-02-01 14:22:48
"M","New Jersey",30888,36000,2021-02-01,"14:22:48",2021-02-01 14:22:48
"M","New Mexico",16923,19000,2021-02-01,"14:22:48",2021-02-01 14:22:48
"M","New York",61007,69000,2021-02-01,"14:22:48",2021-02-01 14:22:48
"M","North Carolina",62932,72000,2021-02-01,"14:22:48",2021-02-01 14:22:48
"M","North Dakota",6910,7800,2021-02-01,"14:22:48",2021-02-01 14:22:48
"M","Ohio",47761,53000,2021-02-01,"14:22:48",2021-02-01 14:22:48
"M","Oklahoma",21526,25000,2021-02-01,"14:22:48",2021-02-01 14:22:48
"M","Oregon",19588,22000,2021-02-01,"14:22:48",2021-02-01 14:22:48
"M","Pennsylvania",50586,55000,2021-02-01,"14:22:48",2021-02-01 14:22:48
"M","Rhode Island",4271,4700,2021-02-01,"14:22:48",2021-02-01 14:22:48
"M","South Carolina",35748,41000,2021-02-01,"14:22:48",2021-02-01 14:22:48
"M","South Dakota",6487,7300,2021-02-01,"14:22:48",2021-02-01 14:22:48
"M","Tennessee",43772,49000,2021-02-01,"14:22:48",2021-02-01 14:22:48
"M","Texas",195498,220000,2021-02-01,"14:22:48",2021-02-01 14:22:48
"M","Utah",18871,22000,2021-02-01,"14:22:48",2021-02-01 14:22:48
"M","Vermont",3271,3800,2021-02-01,"14:22:48",2021-02-01 14:22:48
"M","Virginia",52864,60000,2021-02-01,"14:22:48",2021-02-01 14:22:48
"M","West Virginia",10118,11000,2021-02-01,"14:22:48",2021-02-01 14:22:48
"M","Washington",36329,42000,2021-02-01,"14:22:48",2021-02-01 14:22:48
"M","Washington D. C.",8765,9700,2021-02-01,"14:22:48",2021-02-01 14:22:48
"M","Wisconsin",25518,29000,2021-02-01,"14:22:48",2021-02-01 14:22:48
"M","Wyoming",5827,6400,2021-02-01,"14:22:48",2021-02-01 14:22:48
"M","Canada",170088,190000,2021-02-01,"14:22:48",2021-02-01 14:22:48
"M","United States",1505970,1700000,2021-02-01,"14:22:48",2021-02-01 14:22:48
"F","Alberta",26079,29000,2021-02-01,"14:22:48",2021-02-01 14:22:48
"F","British Columbia",28863,32000,2021-02-01,"14:22:48",2021-02-01 14:22:48
"F","Manitoba",6564,6800,2021-02-01,"14:22:48",2021-02-01 14:22:48
"F","New Brunswick",4342,4900,2021-02-01,"14:22:48",2021-02-01 14:22:48
"F","Newfoundland and Labrador",5206,5400,2021-02-01,"14:22:48",2021-02-01 14:22:48
"F","Northwest Territories",665,1000,2021-02-01,"14:22:48",2021-02-01 14:22:48
"F","Nova Scotia",6863,7300,2021-02-01,"14:22:48",2021-02-01 14:22:48
"F","Nunavut",996,1000,2021-02-01,"14:22:48",2021-02-01 14:22:48
"F","Ontario",54018,60000,2021-02-01,"14:22:48",2021-02-01 14:22:48
"F","Prince Edward Island",1020,1100,2021-02-01,"14:22:48",2021-02-01 14:22:48
"F","Quebec",31087,34000,2021-02-01,"14:22:48",2021-02-01 14:22:48
"F","Saskatchewan",8436,9000,2021-02-01,"14:22:48",2021-02-01 14:22:48
"F","Yukon",664,1000,2021-02-01,"14:22:48",2021-02-01 14:22:48
"F","Alabama",34364,38000,2021-02-01,"14:22:48",2021-02-01 14:22:48
"F","Alaska",5908,6100,2021-02-01,"14:22:48",2021-02-01 14:22:48
"F","Arizona",56408,63000,2021-02-01,"14:22:48",2021-02-01 14:22:48
"F","Arkansas",21368,24000,2021-02-01,"14:22:48",2021-02-01 14:22:48
"F","California",159530,180000,2021-02-01,"14:22:48",2021-02-01 14:22:48
"F","Colorado",38951,43000,2021-02-01,"14:22:48",2021-02-01 14:22:48
"F","Connecticut",14553,16000,2021-02-01,"14:22:48",2021-02-01 14:22:48
"F","Delaware",7686,8400,2021-02-01,"14:22:48",2021-02-01 14:22:48
"F","Florida",188600,210000,2021-02-01,"14:22:48",2021-02-01 14:22:48
"F","Georgia",88490,1e+05,2021-02-01,"14:22:48",2021-02-01 14:22:48
"F","Hawaii",8961,10000,2021-02-01,"14:22:48",2021-02-01 14:22:48
"F","Idaho",14221,16000,2021-02-01,"14:22:48",2021-02-01 14:22:48
"F","Illinois",62151,68000,2021-02-01,"14:22:48",2021-02-01 14:22:48
"F","Indiana",37923,41000,2021-02-01,"14:22:48",2021-02-01 14:22:48
"F","Iowa",18776,21000,2021-02-01,"14:22:48",2021-02-01 14:22:48
"F","Kansas",20829,22000,2021-02-01,"14:22:48",2021-02-01 14:22:48
"F","Kentucky",26469,28000,2021-02-01,"14:22:48",2021-02-01 14:22:48
"F","Louisiana",28318,31000,2021-02-01,"14:22:48",2021-02-01 14:22:48
"F","Maine",8046,8700,2021-02-01,"14:22:48",2021-02-01 14:22:48
"F","Maryland",35465,40000,2021-02-01,"14:22:48",2021-02-01 14:22:48
"F","Massachusetts",30731,34000,2021-02-01,"14:22:48",2021-02-01 14:22:48
"F","Michigan",53828,59000,2021-02-01,"14:22:48",2021-02-01 14:22:48
"F","Minnesota",31917,35000,2021-02-01,"14:22:48",2021-02-01 14:22:48
"F","Mississippi",20983,23000,2021-02-01,"14:22:48",2021-02-01 14:22:48
"F","Missouri",38969,45000,2021-02-01,"14:22:48",2021-02-01 14:22:48
"F","Montana",9242,9800,2021-02-01,"14:22:48",2021-02-01 14:22:48
"F","Nebraska",13163,14000,2021-02-01,"14:22:48",2021-02-01 14:22:48
"F","Nevada",28560,32000,2021-02-01,"14:22:48",2021-02-01 14:22:48
"F","New Hampshire",7603,8800,2021-02-01,"14:22:48",2021-02-01 14:22:48
"F","New Jersey",37281,42000,2021-02-01,"14:22:48",2021-02-01 14:22:48
"F","New Mexico",16822,18000,2021-02-01,"14:22:48",2021-02-01 14:22:48
"F","New York",72878,81000,2021-02-01,"14:22:48",2021-02-01 14:22:48
"F","North Carolina",77166,86000,2021-02-01,"14:22:48",2021-02-01 14:22:48
"F","North Dakota",7447,7900,2021-02-01,"14:22:48",2021-02-01 14:22:48
"F","Ohio",55960,61000,2021-02-01,"14:22:48",2021-02-01 14:22:48
"F","Oklahoma",22959,27000,2021-02-01,"14:22:48",2021-02-01 14:22:48
"F","Oregon",24802,28000,2021-02-01,"14:22:48",2021-02-01 14:22:48
"F","Pennsylvania",58294,65000,2021-02-01,"14:22:48",2021-02-01 14:22:48
"F","Rhode Island",5623,1000,2021-02-01,"14:22:48",2021-02-01 14:22:48
"F","South Carolina",43659,50000,2021-02-01,"14:22:48",2021-02-01 14:22:48
"F","South Dakota",7560,7900,2021-02-01,"14:22:48",2021-02-01 14:22:48
"F","Tennessee",50362,56000,2021-02-01,"14:22:48",2021-02-01 14:22:48
"F","Texas",200227,220000,2021-02-01,"14:22:48",2021-02-01 14:22:48
"F","Utah",19329,22000,2021-02-01,"14:22:48",2021-02-01 14:22:48
"F","Vermont",4396,4900,2021-02-01,"14:22:48",2021-02-01 14:22:48
"F","Virginia",60139,67000,2021-02-01,"14:22:48",2021-02-01 14:22:48
"F","West Virginia",11779,13000,2021-02-01,"14:22:48",2021-02-01 14:22:48
"F","Washington",44928,50000,2021-02-01,"14:22:48",2021-02-01 14:22:48
"F","Washington D. C.",9517,9800,2021-02-01,"14:22:48",2021-02-01 14:22:48
"F","Wisconsin",31317,34000,2021-02-01,"14:22:48",2021-02-01 14:22:48
