"sex","region","daily","monthly","date","time_of_day","time_info"
"M","Quebec",36603,40000,2020-04-17,"22:20:48",2020-04-17 22:20:48
"M","Saskatchewan",8649,9600,2020-04-17,"22:20:48",2020-04-17 22:20:48
"M","Yukon",996,1000,2020-04-17,"22:20:48",2020-04-17 22:20:48
"M","Alabama",31263,35000,2020-04-17,"22:20:48",2020-04-17 22:20:48
"M","Alaska",6099,6900,2020-04-17,"22:20:48",2020-04-17 22:20:48
"M","Arizona",45110,51000,2020-04-17,"22:20:48",2020-04-17 22:20:48
"M","Arkansas",19728,23000,2020-04-17,"22:20:48",2020-04-17 22:20:48
"M","California",154213,180000,2020-04-17,"22:20:48",2020-04-17 22:20:48
"M","Colorado",35023,40000,2020-04-17,"22:20:48",2020-04-17 22:20:48
"M","Connecticut",12676,14000,2020-04-17,"22:20:48",2020-04-17 22:20:48
"M","Delaware",5771,6400,2020-04-17,"22:20:48",2020-04-17 22:20:48
"M","Florida",157449,180000,2020-04-17,"22:20:48",2020-04-17 22:20:48
"M","Georgia",82404,92000,2020-04-17,"22:20:48",2020-04-17 22:20:48
"M","Hawaii",9418,9900,2020-04-17,"22:20:48",2020-04-17 22:20:48
"M","Idaho",13248,15000,2020-04-17,"22:20:48",2020-04-17 22:20:48
"M","Illinois",60539,67000,2020-04-17,"22:20:48",2020-04-17 22:20:48
"M","Indiana",35077,39000,2020-04-17,"22:20:48",2020-04-17 22:20:48
"M","Iowa",18652,21000,2020-04-17,"22:20:48",2020-04-17 22:20:48
"M","Kansas",20886,23000,2020-04-17,"22:20:48",2020-04-17 22:20:48
"M","Kentucky",23729,26000,2020-04-17,"22:20:48",2020-04-17 22:20:48
"M","Louisiana",28646,33000,2020-04-17,"22:20:48",2020-04-17 22:20:48
"M","Maine",6136,7100,2020-04-17,"22:20:48",2020-04-17 22:20:48
"M","Maryland",30522,35000,2020-04-17,"22:20:48",2020-04-17 22:20:48
"M","Massachusetts",24903,29000,2020-04-17,"22:20:48",2020-04-17 22:20:48
"M","Michigan",48433,53000,2020-04-17,"22:20:48",2020-04-17 22:20:48
"M","Minnesota",29699,33000,2020-04-17,"22:20:48",2020-04-17 22:20:48
"M","Mississippi",20710,23000,2020-04-17,"22:20:48",2020-04-17 22:20:48
"M","Missouri",37871,42000,2020-04-17,"22:20:48",2020-04-17 22:20:48
"M","Montana",7557,8800,2020-04-17,"22:20:48",2020-04-17 22:20:48
"M","Nebraska",13210,14000,2020-04-17,"22:20:48",2020-04-17 22:20:48
"M","Nevada",25605,28000,2020-04-17,"22:20:48",2020-04-17 22:20:48
"M","New Hampshire",6386,6700,2020-04-17,"22:20:48",2020-04-17 22:20:48
"M","New Jersey",33626,37000,2020-04-17,"22:20:48",2020-04-17 22:20:48
"M","New Mexico",16938,19000,2020-04-17,"22:20:48",2020-04-17 22:20:48
"M","New York",66146,73000,2020-04-17,"22:20:48",2020-04-17 22:20:48
"M","North Carolina",67574,77000,2020-04-17,"22:20:48",2020-04-17 22:20:48
"M","North Dakota",8614,9100,2020-04-17,"22:20:48",2020-04-17 22:20:48
"M","Ohio",51193,58000,2020-04-17,"22:20:48",2020-04-17 22:20:48
"M","Oklahoma",24787,27000,2020-04-17,"22:20:48",2020-04-17 22:20:48
"M","Oregon",21628,24000,2020-04-17,"22:20:48",2020-04-17 22:20:48
"M","Pennsylvania",51497,58000,2020-04-17,"22:20:48",2020-04-17 22:20:48
"M","Rhode Island",3890,4800,2020-04-17,"22:20:48",2020-04-17 22:20:48
"M","South Carolina",37729,42000,2020-04-17,"22:20:48",2020-04-17 22:20:48
"M","South Dakota",6256,7300,2020-04-17,"22:20:48",2020-04-17 22:20:48
"M","Tennessee",44081,50000,2020-04-17,"22:20:48",2020-04-17 22:20:48
"M","Texas",215822,240000,2020-04-17,"22:20:48",2020-04-17 22:20:48
"M","Utah",20650,23000,2020-04-17,"22:20:48",2020-04-17 22:20:48
"M","Vermont",2931,3500,2020-04-17,"22:20:48",2020-04-17 22:20:48
"M","Virginia",57145,64000,2020-04-17,"22:20:48",2020-04-17 22:20:48
"M","West Virginia",9470,11000,2020-04-17,"22:20:48",2020-04-17 22:20:48
"M","Washington",41124,47000,2020-04-17,"22:20:48",2020-04-17 22:20:48
"M","Washington D. C.",7487,8100,2020-04-17,"22:20:48",2020-04-17 22:20:48
"M","Wisconsin",28605,31000,2020-04-17,"22:20:48",2020-04-17 22:20:48
"M","Wyoming",6107,7000,2020-04-17,"22:20:48",2020-04-17 22:20:48
"M","Canada",178876,2e+05,2020-04-17,"22:20:48",2020-04-17 22:20:48
"M","United States",1694340,1900000,2020-04-17,"22:20:48",2020-04-17 22:20:48
"F","Alberta",27785,31000,2020-04-17,"22:20:48",2020-04-17 22:20:48
"F","British Columbia",28522,32000,2020-04-17,"22:20:48",2020-04-17 22:20:48
"F","Manitoba",6944,7800,2020-04-17,"22:20:48",2020-04-17 22:20:48
"F","New Brunswick",4564,5000,2020-04-17,"22:20:48",2020-04-17 22:20:48
"F","Newfoundland and Labrador",5402,5600,2020-04-17,"22:20:48",2020-04-17 22:20:48
"F","Northwest Territories",873,1000,2020-04-17,"22:20:48",2020-04-17 22:20:48
"F","Nova Scotia",6446,7200,2020-04-17,"22:20:48",2020-04-17 22:20:48
"F","Nunavut",996,1000,2020-04-17,"22:20:48",2020-04-17 22:20:48
"F","Ontario",57358,63000,2020-04-17,"22:20:48",2020-04-17 22:20:48
"F","Prince Edward Island",1128,1200,2020-04-17,"22:20:48",2020-04-17 22:20:48
"F","Quebec",33461,36000,2020-04-17,"22:20:48",2020-04-17 22:20:48
"F","Saskatchewan",9588,9800,2020-04-17,"22:20:48",2020-04-17 22:20:48
"F","Yukon",996,1000,2020-04-17,"22:20:48",2020-04-17 22:20:48
"F","Alabama",34599,38000,2020-04-17,"22:20:48",2020-04-17 22:20:48
"F","Alaska",6109,6800,2020-04-17,"22:20:48",2020-04-17 22:20:48
"F","Arizona",57040,63000,2020-04-17,"22:20:48",2020-04-17 22:20:48
"F","Arkansas",21801,25000,2020-04-17,"22:20:48",2020-04-17 22:20:48
"F","California",180815,2e+05,2020-04-17,"22:20:48",2020-04-17 22:20:48
"F","Colorado",39648,44000,2020-04-17,"22:20:48",2020-04-17 22:20:48
"F","Connecticut",15715,17000,2020-04-17,"22:20:48",2020-04-17 22:20:48
"F","Delaware",7071,8000,2020-04-17,"22:20:48",2020-04-17 22:20:48
"F","Florida",191662,210000,2020-04-17,"22:20:48",2020-04-17 22:20:48
"F","Georgia",100951,110000,2020-04-17,"22:20:48",2020-04-17 22:20:48
"F","Hawaii",8898,10000,2020-04-17,"22:20:48",2020-04-17 22:20:48
"F","Idaho",14525,16000,2020-04-17,"22:20:48",2020-04-17 22:20:48
"F","Illinois",68590,73000,2020-04-17,"22:20:48",2020-04-17 22:20:48
"F","Indiana",39387,42000,2020-04-17,"22:20:48",2020-04-17 22:20:48
"F","Iowa",20623,22000,2020-04-17,"22:20:48",2020-04-17 22:20:48
"F","Kansas",21621,23000,2020-04-17,"22:20:48",2020-04-17 22:20:48
"F","Kentucky",27472,29000,2020-04-17,"22:20:48",2020-04-17 22:20:48
"F","Louisiana",27846,31000,2020-04-17,"22:20:48",2020-04-17 22:20:48
"F","Maine",8285,8900,2020-04-17,"22:20:48",2020-04-17 22:20:48
"F","Maryland",38439,42000,2020-04-17,"22:20:48",2020-04-17 22:20:48
"F","Massachusetts",31754,35000,2020-04-17,"22:20:48",2020-04-17 22:20:48
"F","Michigan",57923,63000,2020-04-17,"22:20:48",2020-04-17 22:20:48
"F","Minnesota",35777,38000,2020-04-17,"22:20:48",2020-04-17 22:20:48
"F","Mississippi",20752,23000,2020-04-17,"22:20:48",2020-04-17 22:20:48
"F","Missouri",42677,47000,2020-04-17,"22:20:48",2020-04-17 22:20:48
"F","Montana",9254,10000,2020-04-17,"22:20:48",2020-04-17 22:20:48
"F","Nebraska",14034,15000,2020-04-17,"22:20:48",2020-04-17 22:20:48
"F","Nevada",28822,32000,2020-04-17,"22:20:48",2020-04-17 22:20:48
"F","New Hampshire",8074,8600,2020-04-17,"22:20:48",2020-04-17 22:20:48
"F","New Jersey",39667,43000,2020-04-17,"22:20:48",2020-04-17 22:20:48
"F","New Mexico",18322,20000,2020-04-17,"22:20:48",2020-04-17 22:20:48
"F","New York",76566,86000,2020-04-17,"22:20:48",2020-04-17 22:20:48
"F","North Carolina",80890,88000,2020-04-17,"22:20:48",2020-04-17 22:20:48
"F","North Dakota",7857,8200,2020-04-17,"22:20:48",2020-04-17 22:20:48
"F","Ohio",60457,65000,2020-04-17,"22:20:48",2020-04-17 22:20:48
"F","Oklahoma",23987,27000,2020-04-17,"22:20:48",2020-04-17 22:20:48
"F","Oregon",27099,30000,2020-04-17,"22:20:48",2020-04-17 22:20:48
"F","Pennsylvania",62016,67000,2020-04-17,"22:20:48",2020-04-17 22:20:48
"F","Rhode Island",5227,6100,2020-04-17,"22:20:48",2020-04-17 22:20:48
"F","South Carolina",44533,50000,2020-04-17,"22:20:48",2020-04-17 22:20:48
"F","South Dakota",7121,8000,2020-04-17,"22:20:48",2020-04-17 22:20:48
"F","Tennessee",51989,57000,2020-04-17,"22:20:48",2020-04-17 22:20:48
"F","Texas",213310,230000,2020-04-17,"22:20:48",2020-04-17 22:20:48
"F","Utah",19249,22000,2020-04-17,"22:20:48",2020-04-17 22:20:48
"F","Vermont",4480,4600,2020-04-17,"22:20:48",2020-04-17 22:20:48
"F","Virginia",65136,72000,2020-04-17,"22:20:48",2020-04-17 22:20:48
"F","West Virginia",12574,13000,2020-04-17,"22:20:48",2020-04-17 22:20:48
"F","Washington",49428,55000,2020-04-17,"22:20:48",2020-04-17 22:20:48
"F","Washington D. C.",6169,7900,2020-04-17,"22:20:48",2020-04-17 22:20:48
"F","Wisconsin",33132,36000,2020-04-17,"22:20:48",2020-04-17 22:20:48
"F","Wyoming",5861,6500,2020-04-17,"22:20:48",2020-04-17 22:20:48
"F","Canada",183120,2e+05,2020-04-17,"22:20:48",2020-04-17 22:20:48
"F","United States",1925392,2100000,2020-04-17,"22:20:48",2020-04-17 22:20:48
"M","Alberta",32413,35000,2020-04-18,"22:17:08",2020-04-18 22:17:08
"M","British Columbia",28245,32000,2020-04-18,"22:17:08",2020-04-18 22:17:08
"M","Manitoba",7218,8000,2020-04-18,"22:17:08",2020-04-18 22:17:08
"M","New Brunswick",4139,4700,2020-04-18,"22:17:08",2020-04-18 22:17:08
"M","Newfoundland and Labrador",4735,4900,2020-04-18,"22:17:08",2020-04-18 22:17:08
"M","Northwest Territories",998,1000,2020-04-18,"22:17:08",2020-04-18 22:17:08
"M","Nova Scotia",5687,6400,2020-04-18,"22:17:08",2020-04-18 22:17:08
"M","Nunavut",855,1000,2020-04-18,"22:17:08",2020-04-18 22:17:08
"M","Ontario",53660,61000,2020-04-18,"22:17:08",2020-04-18 22:17:08
"M","Prince Edward Island",915,1100,2020-04-18,"22:17:08",2020-04-18 22:17:08
"M","Quebec",36083,40000,2020-04-18,"22:17:08",2020-04-18 22:17:08
"M","Saskatchewan",8755,9600,2020-04-18,"22:17:08",2020-04-18 22:17:08
"M","Yukon",996,1000,2020-04-18,"22:17:08",2020-04-18 22:17:08
"M","Alabama",32147,35000,2020-04-18,"22:17:08",2020-04-18 22:17:08
"M","Alaska",6199,6900,2020-04-18,"22:17:08",2020-04-18 22:17:08
"M","Arizona",45636,51000,2020-04-18,"22:17:08",2020-04-18 22:17:08
"M","Arkansas",20709,23000,2020-04-18,"22:17:08",2020-04-18 22:17:08
"M","California",154935,180000,2020-04-18,"22:17:08",2020-04-18 22:17:08
"M","Colorado",35405,40000,2020-04-18,"22:17:08",2020-04-18 22:17:08
"M","Connecticut",12345,14000,2020-04-18,"22:17:08",2020-04-18 22:17:08
"M","Delaware",6147,6400,2020-04-18,"22:17:08",2020-04-18 22:17:08
"M","Florida",161639,180000,2020-04-18,"22:17:08",2020-04-18 22:17:08
"M","Georgia",82131,92000,2020-04-18,"22:17:08",2020-04-18 22:17:08
"M","Hawaii",9226,9900,2020-04-18,"22:17:08",2020-04-18 22:17:08
"M","Idaho",13873,15000,2020-04-18,"22:17:08",2020-04-18 22:17:08
"M","Illinois",60659,67000,2020-04-18,"22:17:08",2020-04-18 22:17:08
"M","Indiana",35395,39000,2020-04-18,"22:17:08",2020-04-18 22:17:08
"M","Iowa",19356,21000,2020-04-18,"22:17:08",2020-04-18 22:17:08
"M","Kansas",21121,23000,2020-04-18,"22:17:08",2020-04-18 22:17:08
"M","Kentucky",24038,26000,2020-04-18,"22:17:08",2020-04-18 22:17:08
"M","Louisiana",29759,33000,2020-04-18,"22:17:08",2020-04-18 22:17:08
"M","Maine",6737,7100,2020-04-18,"22:17:08",2020-04-18 22:17:08
"M","Maryland",31336,35000,2020-04-18,"22:17:08",2020-04-18 22:17:08
"M","Massachusetts",25899,29000,2020-04-18,"22:17:08",2020-04-18 22:17:08
"M","Michigan",48433,53000,2020-04-18,"22:17:08",2020-04-18 22:17:08
"M","Minnesota",30340,33000,2020-04-18,"22:17:08",2020-04-18 22:17:08
"M","Mississippi",21740,23000,2020-04-18,"22:17:08",2020-04-18 22:17:08
"M","Missouri",37974,42000,2020-04-18,"22:17:08",2020-04-18 22:17:08
"M","Montana",7462,8800,2020-04-18,"22:17:08",2020-04-18 22:17:08
"M","Nebraska",13407,14000,2020-04-18,"22:17:08",2020-04-18 22:17:08
"M","Nevada",25007,28000,2020-04-18,"22:17:08",2020-04-18 22:17:08
"M","New Hampshire",6386,6700,2020-04-18,"22:17:08",2020-04-18 22:17:08
"M","New Jersey",33130,37000,2020-04-18,"22:17:08",2020-04-18 22:17:08
"M","New Mexico",17053,19000,2020-04-18,"22:17:08",2020-04-18 22:17:08
"M","New York",65480,73000,2020-04-18,"22:17:08",2020-04-18 22:17:08
"M","North Carolina",69880,77000,2020-04-18,"22:17:08",2020-04-18 22:17:08
"M","North Dakota",8324,9100,2020-04-18,"22:17:08",2020-04-18 22:17:08
"M","Ohio",52209,58000,2020-04-18,"22:17:08",2020-04-18 22:17:08
"M","Oklahoma",24787,27000,2020-04-18,"22:17:08",2020-04-18 22:17:08
"M","Oregon",20739,24000,2020-04-18,"22:17:08",2020-04-18 22:17:08
"M","Pennsylvania",52538,58000,2020-04-18,"22:17:08",2020-04-18 22:17:08
"M","Rhode Island",4150,4800,2020-04-18,"22:17:08",2020-04-18 22:17:08
"M","South Carolina",39454,43000,2020-04-18,"22:17:08",2020-04-18 22:17:08
"M","South Dakota",6673,7300,2020-04-18,"22:17:08",2020-04-18 22:17:08
"M","Tennessee",44969,50000,2020-04-18,"22:17:08",2020-04-18 22:17:08
"M","Texas",217314,240000,2020-04-18,"22:17:08",2020-04-18 22:17:08
"M","Utah",20454,23000,2020-04-18,"22:17:08",2020-04-18 22:17:08
"M","Vermont",2931,3500,2020-04-18,"22:17:08",2020-04-18 22:17:08
"M","Virginia",57157,64000,2020-04-18,"22:17:08",2020-04-18 22:17:08
"M","West Virginia",9470,11000,2020-04-18,"22:17:08",2020-04-18 22:17:08
"M","Washington",42213,48000,2020-04-18,"22:17:08",2020-04-18 22:17:08
"M","Washington D. C.",7487,8100,2020-04-18,"22:17:08",2020-04-18 22:17:08
"M","Wisconsin",28388,31000,2020-04-18,"22:17:08",2020-04-18 22:17:08
"M","Wyoming",6744,7000,2020-04-18,"22:17:08",2020-04-18 22:17:08
"M","Canada",179856,2e+05,2020-04-18,"22:17:08",2020-04-18 22:17:08
"M","United States",1712484,1900000,2020-04-18,"22:17:08",2020-04-18 22:17:08
"F","Alberta",28730,31000,2020-04-18,"22:17:08",2020-04-18 22:17:08
"F","British Columbia",29443,32000,2020-04-18,"22:17:08",2020-04-18 22:17:08
"F","Manitoba",6837,7800,2020-04-18,"22:17:08",2020-04-18 22:17:08
"F","New Brunswick",4766,5100,2020-04-18,"22:17:08",2020-04-18 22:17:08
"F","Newfoundland and Labrador",5304,5600,2020-04-18,"22:17:08",2020-04-18 22:17:08
"F","Northwest Territories",873,1000,2020-04-18,"22:17:08",2020-04-18 22:17:08
"F","Nova Scotia",6554,7200,2020-04-18,"22:17:08",2020-04-18 22:17:08
"F","Nunavut",996,1000,2020-04-18,"22:17:08",2020-04-18 22:17:08
"F","Ontario",58189,64000,2020-04-18,"22:17:08",2020-04-18 22:17:08
"F","Prince Edward Island",1146,1300,2020-04-18,"22:17:08",2020-04-18 22:17:08
"F","Quebec",32239,36000,2020-04-18,"22:17:08",2020-04-18 22:17:08
"F","Saskatchewan",9260,9900,2020-04-18,"22:17:08",2020-04-18 22:17:08
"F","Yukon",996,1000,2020-04-18,"22:17:08",2020-04-18 22:17:08
"F","Alabama",35599,38000,2020-04-18,"22:17:08",2020-04-18 22:17:08
"F","Alaska",6207,6800,2020-04-18,"22:17:08",2020-04-18 22:17:08
"F","Arizona",57161,63000,2020-04-18,"22:17:08",2020-04-18 22:17:08
"F","Arkansas",22867,25000,2020-04-18,"22:17:08",2020-04-18 22:17:08
"F","California",180447,2e+05,2020-04-18,"22:17:08",2020-04-18 22:17:08
"F","Colorado",40940,44000,2020-04-18,"22:17:08",2020-04-18 22:17:08
"F","Connecticut",15074,17000,2020-04-18,"22:17:08",2020-04-18 22:17:08
"F","Delaware",7535,8000,2020-04-18,"22:17:08",2020-04-18 22:17:08
"F","Florida",191049,210000,2020-04-18,"22:17:08",2020-04-18 22:17:08
"F","Georgia",102386,110000,2020-04-18,"22:17:08",2020-04-18 22:17:08
"F","Hawaii",9265,10000,2020-04-18,"22:17:08",2020-04-18 22:17:08
"F","Idaho",14116,16000,2020-04-18,"22:17:08",2020-04-18 22:17:08
"F","Illinois",67069,73000,2020-04-18,"22:17:08",2020-04-18 22:17:08
"F","Indiana",39292,42000,2020-04-18,"22:17:08",2020-04-18 22:17:08
"F","Iowa",20518,22000,2020-04-18,"22:17:08",2020-04-18 22:17:08
"F","Kansas",22044,23000,2020-04-18,"22:17:08",2020-04-18 22:17:08
"F","Kentucky",27145,29000,2020-04-18,"22:17:08",2020-04-18 22:17:08
"F","Louisiana",29107,31000,2020-04-18,"22:17:08",2020-04-18 22:17:08
"F","Maine",8387,8900,2020-04-18,"22:17:08",2020-04-18 22:17:08
"F","Maryland",38202,42000,2020-04-18,"22:17:08",2020-04-18 22:17:08
"F","Massachusetts",32147,35000,2020-04-18,"22:17:08",2020-04-18 22:17:08
"F","Michigan",59853,64000,2020-04-18,"22:17:08",2020-04-18 22:17:08
"F","Minnesota",35426,38000,2020-04-18,"22:17:08",2020-04-18 22:17:08
"F","Mississippi",21180,23000,2020-04-18,"22:17:08",2020-04-18 22:17:08
"F","Missouri",43541,47000,2020-04-18,"22:17:08",2020-04-18 22:17:08
"F","Montana",9254,10000,2020-04-18,"22:17:08",2020-04-18 22:17:08
"F","Nebraska",13927,15000,2020-04-18,"22:17:08",2020-04-18 22:17:08
"F","Nevada",27896,32000,2020-04-18,"22:17:08",2020-04-18 22:17:08
"F","New Hampshire",7759,8600,2020-04-18,"22:17:08",2020-04-18 22:17:08
"F","New Jersey",40604,43000,2020-04-18,"22:17:08",2020-04-18 22:17:08
"F","New Mexico",18322,20000,2020-04-18,"22:17:08",2020-04-18 22:17:08
"F","New York",78272,86000,2020-04-18,"22:17:08",2020-04-18 22:17:08
"F","North Carolina",81643,88000,2020-04-18,"22:17:08",2020-04-18 22:17:08
"F","North Dakota",7971,8200,2020-04-18,"22:17:08",2020-04-18 22:17:08
"F","Ohio",61062,65000,2020-04-18,"22:17:08",2020-04-18 22:17:08
"F","Oklahoma",24088,27000,2020-04-18,"22:17:08",2020-04-18 22:17:08
"F","Oregon",27599,30000,2020-04-18,"22:17:08",2020-04-18 22:17:08
"F","Pennsylvania",62122,67000,2020-04-18,"22:17:08",2020-04-18 22:17:08
"F","Rhode Island",5663,6100,2020-04-18,"22:17:08",2020-04-18 22:17:08
"F","South Carolina",46600,51000,2020-04-18,"22:17:08",2020-04-18 22:17:08
"F","South Dakota",7218,8000,2020-04-18,"22:17:08",2020-04-18 22:17:08
"F","Tennessee",53213,57000,2020-04-18,"22:17:08",2020-04-18 22:17:08
"F","Texas",213783,230000,2020-04-18,"22:17:08",2020-04-18 22:17:08
"F","Utah",19641,22000,2020-04-18,"22:17:08",2020-04-18 22:17:08
"F","Vermont",4127,4600,2020-04-18,"22:17:08",2020-04-18 22:17:08
"F","Virginia",66036,72000,2020-04-18,"22:17:08",2020-04-18 22:17:08
"F","West Virginia",12574,13000,2020-04-18,"22:17:08",2020-04-18 22:17:08
"F","Washington",49934,55000,2020-04-18,"22:17:08",2020-04-18 22:17:08
"F","Washington D. C.",7897,7900,2020-04-18,"22:17:08",2020-04-18 22:17:08
"F","Wisconsin",34279,36000,2020-04-18,"22:17:08",2020-04-18 22:17:08
"F","Wyoming",5861,6500,2020-04-18,"22:17:08",2020-04-18 22:17:08
"F","Canada",183234,2e+05,2020-04-18,"22:17:08",2020-04-18 22:17:08
"F","United States",1940430,2100000,2020-04-18,"22:17:08",2020-04-18 22:17:08
"M","Alberta",32209,35000,2020-04-19,"21:19:48",2020-04-19 21:19:48
"M","British Columbia",28695,32000,2020-04-19,"21:19:48",2020-04-19 21:19:48
"M","Manitoba",7023,8000,2020-04-19,"21:19:48",2020-04-19 21:19:48
"M","New Brunswick",4271,4700,2020-04-19,"21:19:48",2020-04-19 21:19:48
"M","Newfoundland and Labrador",4816,4900,2020-04-19,"21:19:48",2020-04-19 21:19:48
"M","Northwest Territories",998,1000,2020-04-19,"21:19:48",2020-04-19 21:19:48
"M","Nova Scotia",5986,6400,2020-04-19,"21:19:48",2020-04-19 21:19:48
"M","Nunavut",831,1000,2020-04-19,"21:19:48",2020-04-19 21:19:48
"M","Ontario",52353,61000,2020-04-19,"21:19:48",2020-04-19 21:19:48
"M","Prince Edward Island",799,1100,2020-04-19,"21:19:48",2020-04-19 21:19:48
"M","Quebec",36603,40000,2020-04-19,"21:19:48",2020-04-19 21:19:48
"M","Saskatchewan",9071,9600,2020-04-19,"21:19:48",2020-04-19 21:19:48
"M","Yukon",996,1000,2020-04-19,"21:19:48",2020-04-19 21:19:48
"M","Alabama",31993,35000,2020-04-19,"21:19:48",2020-04-19 21:19:48
"M","Alaska",6087,6900,2020-04-19,"21:19:48",2020-04-19 21:19:48
"M","Arizona",46788,52000,2020-04-19,"21:19:48",2020-04-19 21:19:48
"M","Arkansas",20431,23000,2020-04-19,"21:19:48",2020-04-19 21:19:48
"M","California",157946,180000,2020-04-19,"21:19:48",2020-04-19 21:19:48
"M","Colorado",35214,40000,2020-04-19,"21:19:48",2020-04-19 21:19:48
"M","Connecticut",12776,14000,2020-04-19,"21:19:48",2020-04-19 21:19:48
"M","Delaware",5758,6400,2020-04-19,"21:19:48",2020-04-19 21:19:48
"M","Florida",160455,180000,2020-04-19,"21:19:48",2020-04-19 21:19:48
"M","Georgia",82364,92000,2020-04-19,"21:19:48",2020-04-19 21:19:48
"M","Hawaii",9410,10000,2020-04-19,"21:19:48",2020-04-19 21:19:48
"M","Idaho",12598,15000,2020-04-19,"21:19:48",2020-04-19 21:19:48
"M","Illinois",60592,67000,2020-04-19,"21:19:48",2020-04-19 21:19:48
"M","Indiana",35012,39000,2020-04-19,"21:19:48",2020-04-19 21:19:48
"M","Iowa",18651,21000,2020-04-19,"21:19:48",2020-04-19 21:19:48
"M","Kansas",20940,23000,2020-04-19,"21:19:48",2020-04-19 21:19:48
"M","Kentucky",24330,27000,2020-04-19,"21:19:48",2020-04-19 21:19:48
"M","Louisiana",29629,33000,2020-04-19,"21:19:48",2020-04-19 21:19:48
"M","Maine",6600,7100,2020-04-19,"21:19:48",2020-04-19 21:19:48
"M","Maryland",30460,35000,2020-04-19,"21:19:48",2020-04-19 21:19:48
"M","Massachusetts",25975,29000,2020-04-19,"21:19:48",2020-04-19 21:19:48
"M","Michigan",49292,53000,2020-04-19,"21:19:48",2020-04-19 21:19:48
"M","Minnesota",30294,33000,2020-04-19,"21:19:48",2020-04-19 21:19:48
"M","Mississippi",20521,23000,2020-04-19,"21:19:48",2020-04-19 21:19:48
"M","Missouri",38585,42000,2020-04-19,"21:19:48",2020-04-19 21:19:48
"M","Montana",7526,8800,2020-04-19,"21:19:48",2020-04-19 21:19:48
"M","Nebraska",12777,14000,2020-04-19,"21:19:48",2020-04-19 21:19:48
"M","Nevada",26156,28000,2020-04-19,"21:19:48",2020-04-19 21:19:48
"M","New Hampshire",6219,6800,2020-04-19,"21:19:48",2020-04-19 21:19:48
"M","New Jersey",33325,38000,2020-04-19,"21:19:48",2020-04-19 21:19:48
"M","New Mexico",17510,19000,2020-04-19,"21:19:48",2020-04-19 21:19:48
"M","New York",66164,73000,2020-04-19,"21:19:48",2020-04-19 21:19:48
"M","North Carolina",67887,77000,2020-04-19,"21:19:48",2020-04-19 21:19:48
"M","North Dakota",8530,9000,2020-04-19,"21:19:48",2020-04-19 21:19:48
"M","Ohio",52771,58000,2020-04-19,"21:19:48",2020-04-19 21:19:48
"M","Oklahoma",25290,27000,2020-04-19,"21:19:48",2020-04-19 21:19:48
"M","Oregon",22041,24000,2020-04-19,"21:19:48",2020-04-19 21:19:48
"M","Pennsylvania",51899,58000,2020-04-19,"21:19:48",2020-04-19 21:19:48
"M","Rhode Island",4409,4800,2020-04-19,"21:19:48",2020-04-19 21:19:48
"M","South Carolina",38903,43000,2020-04-19,"21:19:48",2020-04-19 21:19:48
"M","South Dakota",6870,7400,2020-04-19,"21:19:48",2020-04-19 21:19:48
"M","Tennessee",45690,51000,2020-04-19,"21:19:48",2020-04-19 21:19:48
"M","Texas",219368,240000,2020-04-19,"21:19:48",2020-04-19 21:19:48
"M","Utah",19999,23000,2020-04-19,"21:19:48",2020-04-19 21:19:48
"M","Vermont",2931,3500,2020-04-19,"21:19:48",2020-04-19 21:19:48
"M","Virginia",57532,64000,2020-04-19,"21:19:48",2020-04-19 21:19:48
"M","West Virginia",9741,11000,2020-04-19,"21:19:48",2020-04-19 21:19:48
"M","Washington",41742,48000,2020-04-19,"21:19:48",2020-04-19 21:19:48
"M","Washington D. C.",6652,8100,2020-04-19,"21:19:48",2020-04-19 21:19:48
"M","Wisconsin",27995,31000,2020-04-19,"21:19:48",2020-04-19 21:19:48
"M","Wyoming",6480,7000,2020-04-19,"21:19:48",2020-04-19 21:19:48
"M","Canada",179666,2e+05,2020-04-19,"21:19:48",2020-04-19 21:19:48
"M","United States",1713202,1900000,2020-04-19,"21:19:48",2020-04-19 21:19:48
"F","Alberta",28172,31000,2020-04-19,"21:19:48",2020-04-19 21:19:48
"F","British Columbia",29418,32000,2020-04-19,"21:19:48",2020-04-19 21:19:48
"F","Manitoba",6932,7800,2020-04-19,"21:19:48",2020-04-19 21:19:48
"F","New Brunswick",5098,5100,2020-04-19,"21:19:48",2020-04-19 21:19:48
"F","Newfoundland and Labrador",5598,5600,2020-04-19,"21:19:48",2020-04-19 21:19:48
"F","Northwest Territories",873,1000,2020-04-19,"21:19:48",2020-04-19 21:19:48
"F","Nova Scotia",6775,7200,2020-04-19,"21:19:48",2020-04-19 21:19:48
"F","Nunavut",997,1000,2020-04-19,"21:19:48",2020-04-19 21:19:48
"F","Ontario",57287,64000,2020-04-19,"21:19:48",2020-04-19 21:19:48
"F","Prince Edward Island",1222,1300,2020-04-19,"21:19:48",2020-04-19 21:19:48
"F","Quebec",33529,36000,2020-04-19,"21:19:48",2020-04-19 21:19:48
"F","Saskatchewan",9372,9900,2020-04-19,"21:19:48",2020-04-19 21:19:48
"F","Yukon",996,1000,2020-04-19,"21:19:48",2020-04-19 21:19:48
"F","Alabama",34643,38000,2020-04-19,"21:19:48",2020-04-19 21:19:48
"F","Alaska",6216,6800,2020-04-19,"21:19:48",2020-04-19 21:19:48
